Sample_Index,NCC_Value
262273,0.01687934
262274,0.01718819
262275,0.01809227
262276,0.01719776
262277,0.01584793
262278,0.01260661
262279,0.00633554
262280,-0.00103972
262281,-0.00787166
262282,-0.01419099
262283,-0.01679273
262284,-0.01648360
262285,-0.01258365
262286,-0.00487878
262287,0.00446205
262288,0.01496915
262289,0.02485664
262290,0.03222860
262291,0.03631979
262292,0.03632132
262293,0.03271930
262294,0.02756078
262295,0.02092537
262296,0.01634343
262297,0.01313803
262298,0.01197295
262299,0.01358343
262300,0.01654423
262301,0.02049601
262302,0.02417018
262303,0.02527861
262304,0.02528187
262305,0.02150059
262306,0.01580390
262307,0.00953748
262308,0.00212525
262309,-0.00319971
262310,-0.00680700
262311,-0.00855802
262312,-0.00805594
262313,-0.00573072
262314,-0.00291827
262315,-0.00111553
262316,-0.00056086
262317,-0.00249336
262318,-0.00608445
262319,-0.01019464
262320,-0.01405444
262321,-0.01735441
262322,-0.01962732
262323,-0.01939417
262324,-0.01693415
262325,-0.01232585
262326,-0.00458095
262327,0.00393663
262328,0.01243137
262329,0.02056252
262330,0.02670087
262331,0.03130458
262332,0.03367565
262333,0.03351224
262334,0.03398397
262335,0.03500935
262336,0.03658714
262337,0.04038904
262338,0.04578476
262339,0.05203090
262340,0.05809667
262341,0.06351862
262342,0.06717732
262343,0.06789835
262344,0.06701670
262345,0.06258660
262346,0.05513444
262347,0.04596775
262348,0.03478426
262349,0.02321568
262350,0.01250497
262351,0.00279564
262352,-0.00456404
262353,-0.00925012
262354,-0.01160809
262355,-0.01056442
262356,-0.00802820
262357,-0.00382725
262358,0.00251492
262359,0.00858423
262360,0.01542626
262361,0.02021059
262362,0.02313851
262363,0.02471866
262364,0.02347417
262365,0.02176588
262366,0.01777686
262367,0.01332354
262368,0.00950315
262369,0.00695540
262370,0.00712243
262371,0.00971392
262372,0.01407507
262373,0.02148287
262374,0.02969097
262375,0.03835759
262376,0.04643008
262377,0.05233669
262378,0.05597798
262379,0.05752646
262380,0.05694676
262381,0.05451565
262382,0.05044197
262383,0.04694737
262384,0.04272395
262385,0.03941561
262386,0.03604914
262387,0.03190693
262388,0.02778559
262389,0.02205063
262390,0.01642270
262391,0.01042186
262392,0.00471158
262393,0.00091012
262394,-0.00083191
262395,0.00069347
262396,0.00494842
262397,0.01153473
262398,0.01977332
262399,0.02805489
262400,0.03614356
262401,0.04163728
262402,0.04420502
262403,0.04462008
262404,0.04103762
262405,0.03514176
262406,0.02751236
262407,0.01976085
262408,0.01376589
262409,0.00914493
262410,0.00765133
262411,0.00787096
262412,0.00999365
262413,0.01326000
262414,0.01577545
262415,0.01838961
262416,0.02023937
262417,0.02113350
262418,0.02252427
262419,0.02319133
262420,0.02541158
262421,0.02857258
262422,0.03389726
262423,0.03981229
262424,0.04759349
262425,0.05526199
262426,0.06209459
262427,0.06862716
262428,0.07313078
262429,0.07578415
262430,0.07483835
262431,0.07080124
262432,0.06520296
262433,0.05707593
262434,0.04742578
262435,0.03652867
262436,0.02494901
262437,0.01370765
262438,0.00352146
262439,-0.00333177
262440,-0.00897151
262441,-0.01065005
262442,-0.01020172
262443,-0.00700736
262444,-0.00095838
262445,0.00549039
262446,0.01459997
262447,0.02353644
262448,0.03194850
262449,0.03912385
262450,0.04369844
262451,0.04740330
262452,0.04829243
262453,0.04761335
262454,0.04448083
262455,0.03975899
262456,0.03500836
262457,0.03081676
262458,0.02747238
262459,0.02449892
262460,0.02281676
262461,0.02063674
262462,0.01971162
262463,0.01922433
262464,0.01787747
262465,0.01718113
262466,0.01590504
262467,0.01558610
262468,0.01580577
262469,0.01748525
262470,0.01939408
262471,0.02198880
262472,0.02317972
262473,0.02287392
262474,0.02141598
262475,0.01790070
262476,0.01407168
262477,0.00976957
262478,0.00665380
262479,0.00559775
262480,0.00727569
262481,0.01219747
262482,0.01904940
262483,0.02825060
262484,0.03662363
262485,0.04289398
262486,0.04552098
262487,0.04483031
262488,0.04091451
262489,0.03392835
262490,0.02608006
262491,0.01820123
262492,0.01243430
262493,0.00868250
262494,0.00932949
262495,0.01202339
262496,0.01782541
262497,0.02406961
262498,0.03137928
262499,0.03884621
262500,0.04388539
262501,0.04774821
262502,0.04999402
262503,0.05059400
262504,0.05099200
262505,0.05205418
262506,0.05486327
262507,0.05818656
262508,0.06468004
262509,0.07169790
262510,0.07895134
262511,0.08508625
262512,0.09060595
262513,0.09342676
262514,0.09374165
262515,0.09332255
262516,0.09029443
262517,0.08836713
262518,0.08664643
262519,0.08727241
262520,0.08822026
262521,0.09042843
262522,0.09338523
262523,0.09442185
262524,0.09555661
262525,0.09452617
262526,0.09121501
262527,0.08534107
262528,0.07701523
262529,0.06688702
262530,0.05704542
262531,0.04783509
262532,0.03951052
262533,0.03256493
262534,0.02677188
262535,0.02118627
262536,0.01703259
262537,0.01327031
262538,0.01000601
262539,0.00656612
262540,0.00444610
262541,0.00194696
262542,-0.00028863
262543,-0.00003813
262544,-0.00031087
262545,-0.00025193
262546,-0.00006959
262547,-0.00080885
262548,-0.00004180
262549,-0.00027355
262550,-0.00132129
262551,-0.00142729
262552,-0.00036196
262553,0.00091956
262554,0.00328018
262555,0.00546654
262556,0.00753241
262557,0.00805497
262558,0.00779359
262559,0.00578585
262560,0.00253292
262561,-0.00175162
262562,-0.00700237
262563,-0.01267247
262564,-0.01684174
262565,-0.01980880
262566,-0.02179347
262567,-0.02138621
262568,-0.01810965
262569,-0.01439274
262570,-0.00964441
262571,-0.00396346
262572,0.00100337
262573,0.00492373
262574,0.00828377
262575,0.01140241
262576,0.01359142
262577,0.01464801
262578,0.01489736
262579,0.01547586
262580,0.01500004
262581,0.01466783
262582,0.01367521
262583,0.01238649
262584,0.01013504
262585,0.00759146
262586,0.00401378
262587,0.00017365
262588,-0.00308917
262589,-0.00567771
262590,-0.00721750
262591,-0.00742070
262592,-0.00578144
262593,-0.00239551
262594,0.00123875
262595,0.00497045
262596,0.00670427
262597,0.00763181
262598,0.00594268
262599,0.00229690
262600,-0.00312045
262601,-0.00973110
262602,-0.01575051
262603,-0.02099492
262604,-0.02344004
262605,-0.02375991
262606,-0.02085336
262607,-0.01594580
262608,-0.00995512
262609,-0.00348787
262610,0.00122005
262611,0.00433709
262612,0.00517085
262613,0.00455306
262614,0.00330670
262615,0.00121622
262616,0.00102853
262617,0.00222569
262618,0.00599490
262619,0.01213563
262620,0.01987238
262621,0.02947280
262622,0.03777933
262623,0.04609753
262624,0.05131300
262625,0.05393955
262626,0.05397908
262627,0.05105603
262628,0.04598751
262629,0.03954853
262630,0.03340682
262631,0.02625415
262632,0.01955367
262633,0.01357284
262634,0.00830542
262635,0.00189150
262636,-0.00345677
262637,-0.00985881
262638,-0.01597723
262639,-0.02245387
262640,-0.02674299
262641,-0.02991005
262642,-0.03160174
262643,-0.02945722
262644,-0.02783222
262645,-0.02274142
262646,-0.01687564
262647,-0.01097882
262648,-0.00407919
262649,0.00099477
262650,0.00727878
262651,0.01142375
262652,0.01586861
262653,0.02114123
262654,0.02799830
262655,0.03536739
262656,0.04237346
262657,0.05048154
262658,0.05725154
262659,0.06366899
262660,0.06755375
262661,0.06903764
262662,0.06885841
262663,0.06490334
262664,0.05910854
262665,0.05020980
262666,0.04025232
262667,0.02957061
262668,0.01742265
262669,0.00653097
262670,-0.00403761
262671,-0.01360031
262672,-0.02199616
262673,-0.02842919
262674,-0.03250134
262675,-0.03543619
262676,-0.03432230
262677,-0.03162355
262678,-0.02561873
262679,-0.01797354
262680,-0.00909151
262681,0.00198713
262682,0.01229446
262683,0.02389336
262684,0.03300490
262685,0.04117139
262686,0.04806568
262687,0.05198586
262688,0.05480304
262689,0.05603243
262690,0.05543859
262691,0.05482667
262692,0.05355081
262693,0.05149894
262694,0.04900800
262695,0.04689327
262696,0.04318980
262697,0.04003074
262698,0.03523078
262699,0.02987792
262700,0.02501377
262701,0.02029211
262702,0.01618910
262703,0.01310219
262704,0.00986995
262705,0.00695691
262706,0.00481942
262707,0.00209930
262708,-0.00206302
262709,-0.00728407
262710,-0.01355066
262711,-0.02168257
262712,-0.02962096
262713,-0.03709157
262714,-0.04436865
262715,-0.04867489
262716,-0.05171181
262717,-0.05148842
262718,-0.04903067
262719,-0.04443460
262720,-0.03933307
262721,-0.03398524
262722,-0.02943374
262723,-0.02726843
262724,-0.02621547
262725,-0.02850379
262726,-0.03199716
262727,-0.03696569
262728,-0.04062429
262729,-0.04456575
262730,-0.04535641
262731,-0.04451630
262732,-0.04262922
262733,-0.03395705
262734,-0.02636885
262735,-0.01890005
262736,-0.01196182
262737,-0.00866046
262738,-0.00858297
262739,-0.01207970
262740,-0.01727516
262741,-0.02360386
262742,-0.03009798
262743,-0.03556562
262744,-0.03900263
262745,-0.03863152
262746,-0.03638479
262747,-0.03142077
262748,-0.02580333
262749,-0.02114327
262750,-0.01658153
262751,-0.01359182
262752,-0.01252696
262753,-0.01435233
262754,-0.01675930
262755,-0.01995536
262756,-0.02263081
262757,-0.02407601
262758,-0.02379485
262759,-0.02053002
262760,-0.01601154
262761,-0.01018533
262762,-0.00455342
262763,0.00004128
262764,0.00265012
262765,0.00211633
262766,-0.00050249
262767,-0.00594242
262768,-0.01286141
262769,-0.02014054
262770,-0.02711576
262771,-0.03156187
262772,-0.03405303
262773,-0.03425152
262774,-0.03161443
262775,-0.02851500
262776,-0.02526762
262777,-0.02216165
262778,-0.02108343
262779,-0.02092919
262780,-0.02292389
262781,-0.02630543
262782,-0.02922256
262783,-0.03162718
262784,-0.03307195
262785,-0.03201089
262786,-0.02912552
262787,-0.02362224
262788,-0.01728772
262789,-0.01156580
262790,-0.00499196
262791,0.00034306
262792,0.00514428
262793,0.00727709
262794,0.00748361
262795,0.00744347
262796,0.00687586
262797,0.00701660
262798,0.00866989
262799,0.01143097
262800,0.01627164
262801,0.02124374
262802,0.02303154
262803,0.02353284
262804,0.02155201
262805,0.01651756
262806,0.00863321
262807,-0.00101190
262808,-0.01195475
262809,-0.02382253
262810,-0.03274848
262811,-0.03982820
262812,-0.04475059
262813,-0.04806492
262814,-0.05011796
262815,-0.05017521
262816,-0.05079286
262817,-0.05212647
262818,-0.05400571
262819,-0.05739152
262820,-0.06057466
262821,-0.06310252
262822,-0.06461791
262823,-0.06407073
262824,-0.06130554
262825,-0.05673436
262826,-0.04990239
262827,-0.04257125
262828,-0.03479412
262829,-0.02735420
262830,-0.02168420
262831,-0.01833308
262832,-0.01696040
262833,-0.01747269
262834,-0.01841322
262835,-0.02005210
262836,-0.02178236
262837,-0.02162179
262838,-0.02073950
262839,-0.01825647
262840,-0.01451695
262841,-0.01082260
262842,-0.00696486
262843,-0.00447422
262844,-0.00344415
262845,-0.00378713
262846,-0.00608213
262847,-0.00955070
262848,-0.01380192
262849,-0.01933660
262850,-0.02428778
262851,-0.02921732
262852,-0.03426194
262853,-0.03901140
262854,-0.04405798
262855,-0.04854637
262856,-0.05241600
262857,-0.05541006
262858,-0.05661467
262859,-0.05580931
262860,-0.05317763
262861,-0.04856172
262862,-0.04218638
262863,-0.03478115
262864,-0.02729223
262865,-0.02031338
262866,-0.01551720
262867,-0.01272360
262868,-0.01189353
262869,-0.01296015
262870,-0.01534241
262871,-0.01903682
262872,-0.02298423
262873,-0.02530779
262874,-0.02738502
262875,-0.02784425
262876,-0.02716136
262877,-0.02663850
262878,-0.02546633
262879,-0.02521953
262880,-0.02577264
262881,-0.02645316
262882,-0.02777757
262883,-0.03035950
262884,-0.03194080
262885,-0.03272094
262886,-0.03271849
262887,-0.03075296
262888,-0.02798558
262889,-0.02428483
262890,-0.02017163
262891,-0.01673020
262892,-0.01497306
262893,-0.01358206
262894,-0.01470155
262895,-0.01808001
262896,-0.02340591
262897,-0.03182609
262898,-0.04169931
262899,-0.05162094
262900,-0.06101389
262901,-0.06805348
262902,-0.07295857
262903,-0.07586120
262904,-0.07610430
262905,-0.07416861
262906,-0.07045935
262907,-0.06535723
262908,-0.05976081
262909,-0.05566778
262910,-0.05228485
262911,-0.04839966
262912,-0.04445079
262913,-0.04013665
262914,-0.03440968
262915,-0.02822450
262916,-0.02064913
262917,-0.01293878
262918,-0.00566854
262919,0.00087758
262920,0.00468047
262921,0.00540909
262922,0.00263608
262923,-0.00261821
262924,-0.01089870
262925,-0.01820096
262926,-0.02617872
262927,-0.03411762
262928,-0.03921805
262929,-0.04267233
262930,-0.04318921
262931,-0.04236700
262932,-0.04071374
262933,-0.03905130
262934,-0.03794394
262935,-0.03748166
262936,-0.03869178
262937,-0.04020380
262938,-0.04228847
262939,-0.04395850
262940,-0.04429474
262941,-0.04230163
262942,-0.03821428
262943,-0.03110334
262944,-0.02124686
262945,-0.01168132
262946,-0.00209697
262947,0.00602121
262948,0.01078819
262949,0.01231602
262950,0.00959688
262951,0.00231246
262952,-0.00818253
262953,-0.01929074
262954,-0.03035933
262955,-0.03893055
262956,-0.04395897
262957,-0.04543855
262958,-0.04480426
262959,-0.04120326
262960,-0.03655550
262961,-0.03259515
262962,-0.02978815
262963,-0.02881632
262964,-0.03047919
262965,-0.03491869
262966,-0.03985044
262967,-0.04441508
262968,-0.04792914
262969,-0.04985460
262970,-0.05041626
262971,-0.04947893
262972,-0.04676967
262973,-0.04297403
262974,-0.03830752
262975,-0.03306415
262976,-0.02914986
262977,-0.02724492
262978,-0.02694861
262979,-0.02853580
262980,-0.03246224
262981,-0.03861825
262982,-0.04588953
262983,-0.05427060
262984,-0.06260544
262985,-0.06919493
262986,-0.07411954
262987,-0.07733207
262988,-0.07836906
262989,-0.07816322
262990,-0.07692487
262991,-0.07443345
262992,-0.07177406
262993,-0.07003321
262994,-0.07027252
262995,-0.07239323
262996,-0.07564903
262997,-0.08033377
262998,-0.08453307
262999,-0.08852631
263000,-0.09163679
263001,-0.09380764
263002,-0.09325151
263003,-0.09166795
263004,-0.08839849
263005,-0.08443036
263006,-0.08070617
263007,-0.07727127
263008,-0.07520290
263009,-0.07321416
263010,-0.07030384
263011,-0.06674150
263012,-0.06063142
263013,-0.05313235
263014,-0.04397350
263015,-0.03386349
263016,-0.02302772
263017,-0.01228114
263018,-0.00485286
263019,0.00084044
263020,0.00415927
263021,0.00405644
263022,0.00420907
263023,0.00462587
263024,0.00411034
263025,0.00522313
263026,0.00646319
263027,0.00768191
263028,0.00762801
263029,0.00606081
263030,0.00401599
263031,-0.00077488
263032,-0.00784535
263033,-0.01509794
263034,-0.02319922
263035,-0.02961658
263036,-0.03338552
263037,-0.03389749
263038,-0.03122855
263039,-0.02430324
263040,-0.01652242
263041,-0.00700650
263042,0.00145371
263043,0.00717404
263044,0.00945628
263045,0.00994985
263046,0.00649266
263047,0.00014394
263048,-0.00714158
263049,-0.01312041
263050,-0.01937522
263051,-0.02249041
263052,-0.02205042
263053,-0.01858145
263054,-0.01291933
263055,-0.00518684
263056,0.00179168
263057,0.00763840
263058,0.01113862
263059,0.01144147
263060,0.01032392
263061,0.00697859
263062,0.00188267
263063,-0.00379715
263064,-0.00911691
263065,-0.01248844
263066,-0.01416777
263067,-0.01395362
263068,-0.01204573
263069,-0.01029814
263070,-0.00777786
263071,-0.00645155
263072,-0.00624662
263073,-0.00834021
263074,-0.01121271
263075,-0.01481077
263076,-0.01787011
263077,-0.01842177
263078,-0.01686529
263079,-0.01309427
263080,-0.00651869
263081,0.00129565
263082,0.00949297
263083,0.01804352
263084,0.02550123
263085,0.03025293
263086,0.03334701
263087,0.03379135
263088,0.03239175
263089,0.02914917
263090,0.02430067
263091,0.01893406
263092,0.01349705
263093,0.00690119
263094,-0.00036666
263095,-0.00859000
263096,-0.01670662
263097,-0.02556624
263098,-0.03325374
263099,-0.04103819
263100,-0.04745582
263101,-0.05195553
263102,-0.05446958
263103,-0.05449637
263104,-0.05183243
263105,-0.04745731
263106,-0.04333814
263107,-0.03955678
263108,-0.03503030
263109,-0.03239453
263110,-0.03093307
263111,-0.02952670
263112,-0.02963901
263113,-0.02889946
263114,-0.02675872
263115,-0.02322171
263116,-0.01718218
263117,-0.00882113
263118,0.00053996
263119,0.01069652
263120,0.02133380
263121,0.03074297
263122,0.03762219
263123,0.04148718
263124,0.04270350
263125,0.04005191
263126,0.03475942
263127,0.02721529
263128,0.01763741
263129,0.00671937
263130,-0.00531303
263131,-0.01759316
263132,-0.02988452
263133,-0.04163036
263134,-0.05307357
263135,-0.06333561
263136,-0.07185091
263137,-0.07852440
263138,-0.08279766
263139,-0.08366590
263140,-0.08171098
263141,-0.07709753
263142,-0.07001604
263143,-0.06085739
263144,-0.05003770
263145,-0.03929292
263146,-0.02768571
263147,-0.01731280
263148,-0.00741995
263149,0.00149627
263150,0.00897036
263151,0.01479246
263152,0.01890413
263153,0.02088886
263154,0.02109540
263155,0.01943387
263156,0.01568405
263157,0.01028107
263158,0.00384960
263159,-0.00280875
263160,-0.00956053
263161,-0.01572999
263162,-0.02015161
263163,-0.02322059
263164,-0.02488950
263165,-0.02500392
263166,-0.02454182
263167,-0.02358608
263168,-0.02432490
263169,-0.02654787
263170,-0.02884422
263171,-0.03462934
263172,-0.04227866
263173,-0.05008315
263174,-0.05767097
263175,-0.06394122
263176,-0.06800554
263177,-0.06942193
263178,-0.06729031
263179,-0.06115370
263180,-0.05218050
263181,-0.04202733
263182,-0.03024243
263183,-0.02081963
263184,-0.01414073
263185,-0.00832019
263186,-0.00427607
263187,-0.00405283
263188,-0.00343824
263189,-0.00098837
263190,0.00093590
263191,0.00481147
263192,0.01055597
263193,0.01719945
263194,0.02433216
263195,0.03218018
263196,0.03833577
263197,0.04207543
263198,0.04280935
263199,0.04442649
263200,0.04451519
263201,0.04347306
263202,0.04272943
263203,0.04168906
263204,0.04049351
263205,0.04044849
263206,0.04012064
263207,0.03956175
263208,0.03778949
263209,0.03670007
263210,0.03593014
263211,0.03135121
263212,0.02795962
263213,0.02404956
263214,0.02090203
263215,0.01840642
263216,0.01574512
263217,0.01460832
263218,0.01373685
263219,0.01377527
263220,0.01261885
263221,0.00921461
263222,0.00523019
263223,0.00257163
263224,0.00054396
263225,0.00075900
263226,0.00249244
263227,0.00444820
263228,0.00746031
263229,0.01013814
263230,0.01262107
263231,0.01389898
263232,0.01371304
263233,0.01192366
263234,0.00870456
263235,0.00516870
263236,0.00160257
263237,-0.00175186
263238,-0.00366861
263239,-0.00522920
263240,-0.00614268
263241,-0.00521026
263242,-0.00427704
263243,-0.00313687
263244,-0.00241400
263245,-0.00244201
263246,-0.00166459
263247,-0.00102023
263248,0.00029962
263249,0.00399967
263250,0.00892329
263251,0.01559722
263252,0.02334733
263253,0.03113136
263254,0.03904174
263255,0.04404096
263256,0.04684269
263257,0.04695873
263258,0.04422731
263259,0.03966289
263260,0.03465672
263261,0.02966923
263262,0.02561734
263263,0.02361877
263264,0.02323998
263265,0.02354243
263266,0.02350769
263267,0.02309767
263268,0.01948032
263269,0.01370993
263270,0.00586425
263271,-0.00373771
263272,-0.01298209
263273,-0.02040316
263274,-0.02456345
263275,-0.02537116
263276,-0.02314042
263277,-0.01868178
263278,-0.01173579
263279,-0.00619975
263280,-0.00465012
263281,-0.00313232
263282,-0.00534714
263283,-0.01054119
263284,-0.01674702
263285,-0.02251088
263286,-0.02563271
263287,-0.02505464
263288,-0.02123274
263289,-0.01202849
263290,0.00139893
263291,0.01706003
263292,0.03244106
263293,0.04656451
263294,0.05844389
263295,0.06554543
263296,0.06788047
263297,0.06731376
263298,0.06276367
263299,0.05769124
263300,0.05325413
263301,0.04989402
263302,0.04862361
263303,0.04851827
263304,0.05035246
263305,0.05290736
263306,0.05400868
263307,0.05343377
263308,0.05099399
263309,0.04562202
263310,0.03764262
263311,0.02733454
263312,0.01708324
263313,0.00810256
263314,-0.00017237
263315,-0.00544333
263316,-0.00792653
263317,-0.00833773
263318,-0.00619313
263319,-0.00404476
263320,-0.00097480
263321,0.00267591
263322,0.00609324
263323,0.01107303
263324,0.01458025
263325,0.01703494
263326,0.01854710
263327,0.01802830
263328,0.01674139
263329,0.01522144
263330,0.01184600
263331,0.00965787
263332,0.00848012
263333,0.00878735
263334,0.01121753
263335,0.01454700
263336,0.01983555
263337,0.02698008
263338,0.03493902
263339,0.04318006
263340,0.05069440
263341,0.05802198
263342,0.06352782
263343,0.06836501
263344,0.07111821
263345,0.07075284
263346,0.06868890
263347,0.06386061
263348,0.05711890
263349,0.04824542
263350,0.03769411
263351,0.02734485
263352,0.01711818
263353,0.00880351
263354,0.00270060
263355,-0.00049854
263356,-0.00058460
263357,0.00082180
263358,0.00568898
263359,0.01149905
263360,0.01700220
263361,0.02220230
263362,0.02524190
263363,0.02663660
263364,0.02543950
263365,0.02355298
263366,0.02069907
263367,0.01676395
263368,0.01432144
263369,0.01179891
263370,0.01070722
263371,0.01078401
263372,0.01184593
263373,0.01420138
263374,0.01608150
263375,0.01764610
263376,0.01852928
263377,0.01931591
263378,0.02113915
263379,0.02302465
263380,0.02757866
263381,0.03270220
263382,0.03817702
263383,0.04437071
263384,0.05039435
263385,0.05654504
263386,0.05964523
263387,0.06186008
263388,0.06082554
263389,0.05676439
263390,0.05118606
263391,0.04354477
263392,0.03615128
263393,0.02900411
263394,0.02349864
263395,0.01915389
263396,0.01554863
263397,0.01442322
263398,0.01342735
263399,0.01302342
263400,0.01295191
263401,0.01212297
263402,0.01117097
263403,0.01158964
263404,0.01248677
263405,0.01492377
263406,0.01932898
263407,0.02482098
263408,0.03132117
263409,0.03949298
263410,0.04660973
263411,0.05387914
263412,0.05746673
263413,0.05847529
263414,0.05633362
263415,0.05158356
263416,0.04438593
263417,0.03595892
263418,0.02744401
263419,0.01862353
263420,0.01249853
263421,0.00870474
263422,0.00668923
263423,0.00747821
263424,0.00921914
263425,0.01192784
263426,0.01347482
263427,0.01429777
263428,0.01377095
263429,0.01209226
263430,0.00900350
263431,0.00565862
263432,0.00235027
263433,0.00009366
263434,-0.00023407
263435,0.00062707
263436,0.00479221
263437,0.00952920
263438,0.01562985
263439,0.02238714
263440,0.02785611
263441,0.03234484
263442,0.03528916
263443,0.03653488
263444,0.03612525
263445,0.03626622
263446,0.03687496
263447,0.03744932
263448,0.03911180
263449,0.04056575
263450,0.04175963
263451,0.04170173
263452,0.04155909
263453,0.03835926
263454,0.03352897
263455,0.02872789
263456,0.02345603
263457,0.02125168
263458,0.02190887
263459,0.02633938
263460,0.03394203
263461,0.04380984
263462,0.05424660
263463,0.06293346
263464,0.07054705
263465,0.07452903
263466,0.07578040
263467,0.07372260
263468,0.06973658
263469,0.06629139
263470,0.06268607
263471,0.06213583
263472,0.06437625
263473,0.06926176
263474,0.07572157
263475,0.08354002
263476,0.09102167
263477,0.09723069
263478,0.10174012
263479,0.10310675
263480,0.10289152
263481,0.09936918
263482,0.09486110
263483,0.09053435
263484,0.08693102
263485,0.08357343
263486,0.08026722
263487,0.07767724
263488,0.07488593
263489,0.07191503
263490,0.06765955
263491,0.06118039
263492,0.05350877
263493,0.04304991
263494,0.03246007
263495,0.02115301
263496,0.01194034
263497,0.00298585
263498,-0.00138499
263499,-0.00294752
263500,-0.00325451
263501,0.00006725
263502,0.00621748
263503,0.01148548
263504,0.01668652
263505,0.02133560
263506,0.02363910
263507,0.02590182
263508,0.02751329
263509,0.02748948
263510,0.02699189
263511,0.02570067
263512,0.02404058
263513,0.02321417
263514,0.02233698
263515,0.02126862
263516,0.01976936
263517,0.01752712
263518,0.01400407
263519,0.00941034
263520,0.00490814
263521,-0.00108696
263522,-0.00553945
263523,-0.00888351
263524,-0.01148583
263525,-0.01220883
263526,-0.01184225
263527,-0.01063231
263528,-0.00893755
263529,-0.00768478
263530,-0.00761237
263531,-0.00955669
263532,-0.01286045
263533,-0.01677594
263534,-0.01953274
263535,-0.02085138
263536,-0.01989631
263537,-0.01660098
263538,-0.01146241
263539,-0.00577645
263540,0.00007148
263541,0.00447387
263542,0.00636769
263543,0.00644851
263544,0.00468200
263545,0.00162307
263546,-0.00145419
263547,-0.00489321
263548,-0.00627560
263549,-0.00680379
263550,-0.00463763
263551,-0.00068617
263552,0.00510784
263553,0.01162062
263554,0.01685770
263555,0.02175447
263556,0.02403278
263557,0.02428259
263558,0.02204421
263559,0.01724332
263560,0.01076533
263561,0.00220237
263562,-0.00544955
263563,-0.01299517
263564,-0.01878932
263565,-0.02116055
263566,-0.02211407
263567,-0.01955403
263568,-0.01618666
263569,-0.01141056
263570,-0.00613762
263571,-0.00242997
263572,0.00115639
263573,0.00281538
263574,0.00481009
263575,0.00584744
263576,0.00901088
263577,0.01374376
263578,0.02012461
263579,0.02798003
263580,0.03661263
263581,0.04651977
263582,0.05450548
263583,0.05931773
263584,0.06281866
263585,0.06218509
263586,0.05968566
263587,0.05350462
263588,0.04788572
263589,0.04132924
263590,0.03533977
263591,0.02905299
263592,0.02313854
263593,0.01746407
263594,0.01177014
263595,0.00437772
263596,-0.00570242
263597,-0.01617791
263598,-0.02602287
263599,-0.03542461
263600,-0.04101298
263601,-0.04270407
263602,-0.04069037
263603,-0.03325610
263604,-0.02158530
263605,-0.00859070
263606,0.00432945
263607,0.01688729
263608,0.02628060
263609,0.03127506
263610,0.03308171
263611,0.03288245
263612,0.03045108
263613,0.02951035
263614,0.02957463
263615,0.03290918
263616,0.03763019
263617,0.04465158
263618,0.05133630
263619,0.05774077
263620,0.06279700
263621,0.06293427
263622,0.06063955
263623,0.05449194
263624,0.04529298
263625,0.03448542
263626,0.02189591
263627,0.01100313
263628,0.00004948
263629,-0.00790166
263630,-0.01536044
263631,-0.02091626
263632,-0.02393209
263633,-0.02735971
263634,-0.02825768
263635,-0.02880384
263636,-0.02733486
263637,-0.02435216
263638,-0.02110069
263639,-0.01439774
263640,-0.00863985
263641,-0.00082247
263642,0.00557703
263643,0.01121401
263644,0.01566931
263645,0.01712431
263646,0.01899649
263647,0.01863385
263648,0.01943173
263649,0.02137769
263650,0.02435940
263651,0.03030022
263652,0.03666944
263653,0.04502429
263654,0.05182673
263655,0.05841976
263656,0.06211098
263657,0.06177603
263658,0.05926028
263659,0.05151337
263660,0.04320287
263661,0.03340099
263662,0.02373647
263663,0.01421096
263664,0.00761776
263665,0.00381679
263666,0.00010255
263667,-0.00143512
263668,-0.00462219
263669,-0.00990837
263670,-0.01609800
263671,-0.02365848
263672,-0.03427417
263673,-0.04480531
263674,-0.05409432
263675,-0.06314001
263676,-0.06862899
263677,-0.07112641
263678,-0.06924292
263679,-0.06396518
263680,-0.05396089
263681,-0.04333969
263682,-0.03262675
263683,-0.02234960
263684,-0.01531823
263685,-0.01214393
263686,-0.01297538
263687,-0.01843781
263688,-0.02555011
263689,-0.03363243
263690,-0.04232466
263691,-0.04711163
263692,-0.05106603
263693,-0.04881433
263694,-0.04265866
263695,-0.03505169
263696,-0.02296195
263697,-0.01253987
263698,-0.00437267
263699,0.00082348
263700,0.00198123
263701,0.00119561
263702,-0.00355959
263703,-0.00904688
263704,-0.01471068
263705,-0.02037377
263706,-0.02367390
263707,-0.02466544
263708,-0.02308956
263709,-0.01969115
263710,-0.01506833
263711,-0.01070641
263712,-0.00720308
263713,-0.00506819
263714,-0.00552191
263715,-0.00736294
263716,-0.01248587
263717,-0.01817063
263718,-0.02469138
263719,-0.02941973
263720,-0.03096639
263721,-0.03078517
263722,-0.02752407
263723,-0.02296093
263724,-0.01759903
263725,-0.01224431
263726,-0.00991119
263727,-0.01038361
263728,-0.01346011
263729,-0.01962692
263730,-0.02719991
263731,-0.03536890
263732,-0.04214173
263733,-0.04600754
263734,-0.04652794
263735,-0.04275227
263736,-0.03690312
263737,-0.03004019
263738,-0.02336666
263739,-0.01846340
263740,-0.01535987
263741,-0.01488281
263742,-0.01764212
263743,-0.02165673
263744,-0.02577633
263745,-0.02827290
263746,-0.02669859
263747,-0.02240345
263748,-0.01478448
263749,-0.00495226
263750,0.00546518
263751,0.01421359
