Sample_Index,NCC_Value
46290,0.03192470
46291,0.04571162
46292,0.05756785
46293,0.06633881
46294,0.07220121
46295,0.07299135
46296,0.07093537
46297,0.06612306
46298,0.05893517
46299,0.05134810
46300,0.04288989
46301,0.03661015
46302,0.03186536
46303,0.02891785
46304,0.02921938
46305,0.03085633
46306,0.03410624
46307,0.03713461
46308,0.03993288
46309,0.04137475
46310,0.03943628
46311,0.03599617
46312,0.02998457
46313,0.02301500
46314,0.01602975
46315,0.00805037
46316,0.00166316
46317,-0.00295850
46318,-0.00572698
46319,-0.00506979
46320,-0.00247308
46321,0.00289212
46322,0.00948320
46323,0.01739065
46324,0.02548176
46325,0.03126859
46326,0.03660854
46327,0.03933820
46328,0.04010641
46329,0.03876383
46330,0.03593897
46331,0.03207699
46332,0.02769031
46333,0.02464321
46334,0.02068994
46335,0.01824601
46336,0.01873627
46337,0.02023946
46338,0.02427295
46339,0.02973045
46340,0.03605799
46341,0.04289200
46342,0.04990025
46343,0.05725669
46344,0.06318636
46345,0.06820588
46346,0.07204478
46347,0.07437766
46348,0.07451215
46349,0.07066278
46350,0.06481601
46351,0.05578582
46352,0.04533873
46353,0.03398106
46354,0.02192677
46355,0.01115569
46356,0.00147846
46357,-0.00493983
46358,-0.00887051
46359,-0.01061272
46360,-0.00763106
46361,-0.00276144
46362,0.00476274
46363,0.01168288
46364,0.01887054
46365,0.02673229
46366,0.03233881
46367,0.03757456
46368,0.03937601
46369,0.04139205
46370,0.04186950
46371,0.04205228
46372,0.04302859
46373,0.04353323
46374,0.04496814
46375,0.04534117
46376,0.04593696
46377,0.04470499
46378,0.04202078
46379,0.03750524
46380,0.03034747
46381,0.02161828
46382,0.01202244
46383,0.00397719
46384,-0.00289900
46385,-0.00600895
46386,-0.00634509
46387,-0.00313502
46388,0.00281462
46389,0.00988821
46390,0.01699917
46391,0.02189368
46392,0.02410488
46393,0.02243140
46394,0.01879384
46395,0.01327831
46396,0.00822059
46397,0.00625856
46398,0.00692197
46399,0.01161814
46400,0.01954501
46401,0.03010892
46402,0.04055149
46403,0.04955875
46404,0.05602282
46405,0.05642251
46406,0.05199838
46407,0.04321780
46408,0.03312265
46409,0.02312898
46410,0.01719557
46411,0.01315223
46412,0.01317003
46413,0.01698132
46414,0.02201323
46415,0.02924891
46416,0.03634292
46417,0.04273276
46418,0.04722010
46419,0.05134413
46420,0.05606485
46421,0.06029988
46422,0.06585237
46423,0.07057787
46424,0.07575575
46425,0.07971015
46426,0.08317941
46427,0.08465787
46428,0.08398496
46429,0.08199694
46430,0.07797701
46431,0.07412237
46432,0.06943389
46433,0.06603139
46434,0.06496269
46435,0.06519227
46436,0.06672757
46437,0.06942365
46438,0.07334438
46439,0.07710324
46440,0.08121030
46441,0.08398964
46442,0.08562912
46443,0.08629398
46444,0.08614006
46445,0.08503808
46446,0.08263288
46447,0.07929303
46448,0.07538226
46449,0.07099256
46450,0.06534637
46451,0.05916819
46452,0.05227754
46453,0.04438928
46454,0.03723618
46455,0.02822443
46456,0.02073301
46457,0.01368479
46458,0.00682916
46459,0.00100623
46460,-0.00216568
46461,-0.00516072
46462,-0.00426471
46463,-0.00232759
46464,0.00073702
46465,0.00582732
46466,0.01023793
46467,0.01633837
46468,0.02016161
46469,0.02270124
46470,0.02408416
46471,0.02177123
46472,0.01807860
46473,0.01223550
46474,0.00596069
46475,0.00024862
46476,-0.00448414
46477,-0.00888278
46478,-0.01116374
46479,-0.01200991
46480,-0.01293286
46481,-0.01338556
46482,-0.01311959
46483,-0.01246369
46484,-0.01137264
46485,-0.00992568
46486,-0.00694136
46487,-0.00392552
46488,-0.00093556
46489,0.00349187
46490,0.00718267
46491,0.00834832
46492,0.00780522
46493,0.00566405
46494,0.00144261
46495,-0.00426015
46496,-0.00989042
46497,-0.01506293
46498,-0.01788224
46499,-0.01702119
46500,-0.01463514
46501,-0.00886774
46502,-0.00163966
46503,0.00574330
46504,0.01150886
46505,0.01606456
46506,0.01479166
46507,0.01097338
46508,0.00316078
46509,-0.00677265
46510,-0.01489113
46511,-0.02104111
46512,-0.02297725
46513,-0.02060716
46514,-0.01413186
46515,-0.00510567
46516,0.00463583
46517,0.01360147
46518,0.01851245
46519,0.02023018
46520,0.01655945
46521,0.00946576
46522,0.00067905
46523,-0.00839549
46524,-0.01547189
46525,-0.02001141
46526,-0.02152805
46527,-0.01988833
46528,-0.01639191
46529,-0.01278358
46530,-0.01024544
46531,-0.00994034
46532,-0.01236956
46533,-0.01517441
46534,-0.01873443
46535,-0.02044980
46536,-0.01837807
46537,-0.01348448
46538,-0.00242464
46539,0.01124125
46540,0.02833296
46541,0.04551460
46542,0.06029202
46543,0.07122948
46544,0.07727375
46545,0.07705809
46546,0.07144078
46547,0.06151997
46548,0.04893605
46549,0.03606958
46550,0.02517994
46551,0.01540545
46552,0.00732308
46553,0.00315722
46554,-0.00067146
46555,-0.00481627
46556,-0.00926128
46557,-0.01465603
46558,-0.02097261
46559,-0.02836795
46560,-0.03366115
46561,-0.03857253
46562,-0.03835046
46563,-0.03563636
46564,-0.03008024
46565,-0.02048514
46566,-0.00904735
46567,0.00288592
46568,0.01401162
46569,0.02371819
46570,0.03082187
46571,0.03522742
46572,0.03795072
46573,0.03892568
46574,0.03916784
46575,0.04103677
46576,0.04299830
46577,0.04711593
46578,0.05141385
46579,0.05559115
46580,0.05971373
46581,0.06120284
46582,0.06097630
46583,0.05607973
46584,0.04870913
46585,0.03705707
46586,0.02326840
46587,0.00873062
46588,-0.00694704
46589,-0.02008301
46590,-0.03072513
46591,-0.03808490
46592,-0.04187587
46593,-0.04281742
46594,-0.04032768
46595,-0.03640125
46596,-0.03078034
46597,-0.02564843
46598,-0.02080385
46599,-0.01657325
46600,-0.01406655
46601,-0.01051259
46602,-0.00666032
46603,-0.00115250
46604,0.00517737
46605,0.01291267
46606,0.02321779
46607,0.03329717
46608,0.04415270
46609,0.05229377
46610,0.05769488
46611,0.05986824
46612,0.05762059
46613,0.05296294
46614,0.04593475
46615,0.03964293
46616,0.03270728
46617,0.02861760
46618,0.02682680
46619,0.02711473
46620,0.03007034
46621,0.03225355
46622,0.03333413
46623,0.03138705
46624,0.02641571
46625,0.01806461
46626,0.00689585
46627,-0.00688194
46628,-0.02286213
46629,-0.03724034
46630,-0.04877821
46631,-0.05715039
46632,-0.06009517
46633,-0.05928967
46634,-0.05541469
46635,-0.04837707
46636,-0.04155395
46637,-0.03649777
46638,-0.03287463
46639,-0.03196711
46640,-0.03276984
46641,-0.03517575
46642,-0.03739409
46643,-0.03954301
46644,-0.03850614
46645,-0.03733919
46646,-0.03398627
46647,-0.02913774
46648,-0.02421325
46649,-0.01891285
46650,-0.01425615
46651,-0.01440405
46652,-0.01454691
46653,-0.01374277
46654,-0.01592394
46655,-0.01741325
46656,-0.01859247
46657,-0.01921821
46658,-0.01977919
46659,-0.01973551
46660,-0.01788202
46661,-0.01692413
46662,-0.01541956
46663,-0.01494718
46664,-0.01640819
46665,-0.01788295
46666,-0.02099434
46667,-0.02442706
46668,-0.02857367
46669,-0.03207308
46670,-0.03462423
46671,-0.03679292
46672,-0.03692904
46673,-0.03733046
46674,-0.03548508
46675,-0.03317326
46676,-0.02998771
46677,-0.02614150
46678,-0.02157986
46679,-0.01658703
46680,-0.01239037
46681,-0.00726046
46682,-0.00245541
46683,0.00150202
46684,0.00454328
46685,0.00597175
46686,0.00547066
46687,0.00285376
46688,-0.00175030
46689,-0.00770279
46690,-0.01484024
46691,-0.02196833
46692,-0.02906750
46693,-0.03440863
46694,-0.03709792
46695,-0.03838593
46696,-0.03702726
46697,-0.03460929
46698,-0.03202343
46699,-0.02887898
46700,-0.02603643
46701,-0.02463694
46702,-0.02440932
46703,-0.02549876
46704,-0.02718715
46705,-0.02771772
46706,-0.02819844
46707,-0.02687535
46708,-0.02450039
46709,-0.02133250
46710,-0.01717948
46711,-0.01298594
46712,-0.00839133
46713,-0.00528356
46714,-0.00219279
46715,0.00233923
46716,0.00793039
46717,0.01355709
46718,0.01875391
46719,0.02471457
46720,0.02983715
46721,0.03235508
46722,0.03309386
46723,0.03027087
46724,0.02344944
46725,0.01258175
46726,-0.00092084
46727,-0.01575733
46728,-0.03171510
46729,-0.04526165
46730,-0.05447522
46731,-0.05913863
46732,-0.05875962
46733,-0.05519828
46734,-0.04973428
46735,-0.04341727
46736,-0.03805936
46737,-0.03512569
46738,-0.03672493
46739,-0.04145535
46740,-0.04818117
46741,-0.05554585
46742,-0.06038962
46743,-0.06266432
46744,-0.06104615
46745,-0.05370738
46746,-0.04273202
46747,-0.02975381
46748,-0.01646709
46749,-0.00510399
46750,0.00252215
46751,0.00528981
46752,0.00313554
46753,-0.00290724
46754,-0.01092105
46755,-0.01945739
46756,-0.02530976
46757,-0.02807713
46758,-0.02599704
46759,-0.02043392
46760,-0.01259395
46761,-0.00296067
46762,0.00488130
46763,0.00982462
46764,0.01060902
46765,0.00659018
46766,-0.00101126
46767,-0.01198508
46768,-0.02400805
46769,-0.03600362
46770,-0.04623007
46771,-0.05325396
46772,-0.05730389
46773,-0.05775745
46774,-0.05629954
46775,-0.05328785
46776,-0.04984017
46777,-0.04524730
46778,-0.04117212
46779,-0.03792593
46780,-0.03448042
46781,-0.03200900
46782,-0.02792919
46783,-0.02412667
46784,-0.02034024
46785,-0.01649549
46786,-0.01378004
46787,-0.01190549
46788,-0.01114437
46789,-0.01214364
46790,-0.01491052
46791,-0.01929490
46792,-0.02503406
46793,-0.03161124
46794,-0.03603691
46795,-0.03956702
46796,-0.04195576
46797,-0.04277507
46798,-0.04312711
46799,-0.04183296
46800,-0.04072612
46801,-0.03967238
46802,-0.03769248
46803,-0.03619002
46804,-0.03439502
46805,-0.03101556
46806,-0.02718483
46807,-0.02236833
46808,-0.01590975
46809,-0.01049601
46810,-0.00524637
46811,-0.00019473
46812,0.00239009
46813,0.00337478
46814,0.00216629
46815,-0.00249551
46816,-0.00941475
46817,-0.01837940
46818,-0.02947554
46819,-0.04081098
46820,-0.05177602
46821,-0.06160720
46822,-0.06930361
46823,-0.07499377
46824,-0.07923685
46825,-0.08082486
46826,-0.08000097
46827,-0.07753718
46828,-0.07218149
46829,-0.06582090
46830,-0.05805121
46831,-0.04870551
46832,-0.03853783
46833,-0.02727937
46834,-0.01624471
46835,-0.00638214
46836,0.00270216
46837,0.01045706
46838,0.01582196
46839,0.01777597
46840,0.01849477
46841,0.01559160
46842,0.00934354
46843,0.00033759
46844,-0.01093309
46845,-0.02228007
46846,-0.03469450
46847,-0.04683546
46848,-0.05677752
46849,-0.06407581
46850,-0.06898700
46851,-0.06952129
46852,-0.06570004
46853,-0.05986662
46854,-0.05037208
46855,-0.03985217
46856,-0.02977381
46857,-0.02028070
46858,-0.01308312
46859,-0.00858046
46860,-0.00702554
46861,-0.00800687
46862,-0.01191199
46863,-0.01623963
46864,-0.02034541
46865,-0.02440266
46866,-0.02597308
46867,-0.02683049
46868,-0.02574010
46869,-0.02340463
46870,-0.01965396
46871,-0.01584971
46872,-0.01352819
46873,-0.01231225
46874,-0.01282108
46875,-0.01461569
46876,-0.01706186
46877,-0.01992555
46878,-0.02362925
46879,-0.02808935
46880,-0.03314228
46881,-0.03752493
46882,-0.04079739
46883,-0.04255527
46884,-0.04271179
46885,-0.04091665
46886,-0.03682926
46887,-0.03126830
46888,-0.02512341
46889,-0.01927490
46890,-0.01444471
46891,-0.01209879
46892,-0.01169674
46893,-0.01539274
46894,-0.02062164
46895,-0.02740153
46896,-0.03509860
46897,-0.04267617
46898,-0.04953642
46899,-0.05433277
46900,-0.05675431
46901,-0.05746387
46902,-0.05704496
46903,-0.05595973
46904,-0.05597211
46905,-0.05743529
46906,-0.06017436
46907,-0.06432329
46908,-0.07047630
46909,-0.07699292
46910,-0.08288903
46911,-0.08724375
46912,-0.09000087
46913,-0.09015838
46914,-0.08895897
46915,-0.08794011
46916,-0.08614782
46917,-0.08654702
46918,-0.08914961
46919,-0.09281940
46920,-0.09781793
46921,-0.10344534
46922,-0.10724606
46923,-0.10873591
46924,-0.10695127
46925,-0.10051460
46926,-0.09123151
46927,-0.07987249
46928,-0.06766418
46929,-0.05628780
46930,-0.04838154
46931,-0.04236426
46932,-0.03968373
46933,-0.03835307
46934,-0.03779314
46935,-0.03585927
46936,-0.03207031
46937,-0.02473586
46938,-0.01494700
46939,-0.00421101
46940,0.00408835
46941,0.01088356
46942,0.01220287
46943,0.00736595
46944,-0.00079515
46945,-0.01225114
46946,-0.02529463
46947,-0.03641774
46948,-0.04406910
46949,-0.04653242
46950,-0.04559868
46951,-0.04020563
46952,-0.03320469
46953,-0.02619867
46954,-0.02097313
46955,-0.01699254
46956,-0.01604981
46957,-0.01693496
46958,-0.01960284
46959,-0.02062611
46960,-0.02007976
46961,-0.01694618
46962,-0.01080302
46963,-0.00195805
46964,0.00686175
46965,0.01601832
46966,0.02231992
46967,0.02570464
46968,0.02539518
46969,0.02134827
46970,0.01516886
46971,0.00811182
46972,0.00004021
46973,-0.00635498
46974,-0.01081868
46975,-0.01387113
46976,-0.01398254
46977,-0.01229049
46978,-0.00930115
46979,-0.00546585
46980,-0.00276744
46981,-0.00168993
46982,-0.00264980
46983,-0.00598925
46984,-0.01073980
46985,-0.01631290
46986,-0.02144529
46987,-0.02604894
46988,-0.02868472
46989,-0.02898083
46990,-0.02725332
46991,-0.02391953
46992,-0.01893788
46993,-0.01420626
46994,-0.00944363
46995,-0.00539399
46996,-0.00276946
46997,-0.00158779
46998,-0.00137908
46999,-0.00266020
47000,-0.00377003
47001,-0.00422428
47002,-0.00544629
47003,-0.00577324
47004,-0.00548911
47005,-0.00493362
47006,-0.00299495
47007,-0.00057193
47008,0.00236619
47009,0.00667767
47010,0.01091506
47011,0.01445184
47012,0.01765903
47013,0.01995950
47014,0.01993412
47015,0.01706454
47016,0.01017610
47017,0.00062688
47018,-0.01038688
47019,-0.02387087
47020,-0.03839362
47021,-0.05175272
47022,-0.06348995
47023,-0.07151803
47024,-0.07519434
47025,-0.07495591
47026,-0.06996999
47027,-0.06068266
47028,-0.04902757
47029,-0.03603967
47030,-0.02300716
47031,-0.01123786
47032,-0.00196153
47033,0.00469995
47034,0.00888747
47035,0.00944650
47036,0.00802930
47037,0.00650950
47038,0.00324327
47039,0.00067251
47040,-0.00086970
47041,-0.00096272
47042,-0.00036840
47043,0.00225454
47044,0.00582448
47045,0.00879675
47046,0.01141022
47047,0.01195705
47048,0.01052386
47049,0.00694312
47050,0.00063567
47051,-0.00700596
47052,-0.01622547
47053,-0.02611860
47054,-0.03673178
47055,-0.04656483
47056,-0.05555570
47057,-0.06322010
47058,-0.06887060
47059,-0.07252401
47060,-0.07436634
47061,-0.07510613
47062,-0.07295518
47063,-0.06916299
47064,-0.06325924
47065,-0.05462958
47066,-0.04405293
47067,-0.03213175
47068,-0.01781532
47069,-0.00337987
47070,0.01138211
47071,0.02604904
47072,0.03884406
47073,0.04939401
47074,0.05660694
47075,0.05989235
47076,0.05837840
47077,0.05322122
47078,0.04278310
47079,0.02894368
47080,0.01306041
47081,-0.00390099
47082,-0.02015797
47083,-0.03524366
47084,-0.04804791
47085,-0.05836806
47086,-0.06508247
47087,-0.06953087
47088,-0.07167063
47089,-0.07107727
47090,-0.07002932
47091,-0.06832930
47092,-0.06619185
47093,-0.06369529
47094,-0.06161325
47095,-0.05956976
47096,-0.05702941
47097,-0.05514164
47098,-0.05235325
47099,-0.04896813
47100,-0.04517260
47101,-0.04058932
47102,-0.03581108
47103,-0.03059161
47104,-0.02479076
47105,-0.01780614
47106,-0.01013405
47107,-0.00113361
47108,0.00818579
47109,0.01786586
47110,0.02652169
47111,0.03387100
47112,0.03932709
47113,0.04241873
47114,0.04260102
47115,0.03978550
47116,0.03468466
47117,0.02823731
47118,0.02135555
47119,0.01480722
47120,0.00916314
47121,0.00635818
47122,0.00618997
47123,0.00818910
47124,0.01395471
47125,0.02199067
47126,0.03068818
47127,0.04005335
47128,0.04625861
47129,0.05178089
47130,0.05237662
47131,0.04713194
47132,0.03931585
47133,0.02792566
47134,0.01550575
47135,0.00363962
47136,-0.00510620
47137,-0.00939553
47138,-0.00890083
47139,-0.00316619
47140,0.00526357
47141,0.01506721
47142,0.02525151
47143,0.03316192
47144,0.03773420
47145,0.03812721
47146,0.03317567
47147,0.02536302
47148,0.01606993
47149,0.00780144
47150,0.00248304
47151,0.00056249
47152,0.00305786
47153,0.00895786
47154,0.01759492
47155,0.02704666
47156,0.03458424
47157,0.03777228
47158,0.03537192
47159,0.02621624
47160,0.01361940
47161,-0.00065306
47162,-0.01455702
47163,-0.02629655
47164,-0.03372804
47165,-0.03300899
47166,-0.02566512
47167,-0.01356465
47168,0.00267153
47169,0.01920176
47170,0.03426533
47171,0.04472909
47172,0.04811880
47173,0.04560580
47174,0.03805951
47175,0.02684921
47176,0.01580574
47177,0.00600349
47178,-0.00018393
47179,-0.00206359
47180,0.00145799
47181,0.00859647
47182,0.01645991
47183,0.02488376
47184,0.03079128
47185,0.03257862
47186,0.03094567
47187,0.02428472
47188,0.01525010
47189,0.00536764
47190,-0.00461280
47191,-0.01155570
47192,-0.01556163
47193,-0.01624224
47194,-0.01430190
47195,-0.01172104
47196,-0.00943756
47197,-0.00976812
47198,-0.01525218
47199,-0.02113205
47200,-0.02768677
47201,-0.03430088
47202,-0.03825220
47203,-0.03813040
47204,-0.03328237
47205,-0.02311214
47206,-0.00891363
47207,0.00608333
47208,0.02175574
47209,0.03501391
47210,0.04368561
47211,0.04802636
47212,0.04639759
47213,0.04282687
47214,0.03820690
47215,0.03349332
47216,0.03263634
47217,0.03410730
47218,0.03965294
47219,0.04787334
47220,0.05644683
47221,0.06448208
47222,0.06852584
47223,0.06874131
47224,0.06336000
47225,0.05336318
47226,0.04150568
47227,0.02804733
47228,0.01525110
47229,0.00556633
47230,0.00078845
47231,0.00176515
47232,0.00765707
47233,0.01636806
47234,0.02546545
47235,0.03306454
47236,0.03766340
47237,0.03724955
47238,0.03161787
47239,0.02309191
47240,0.01020646
47241,-0.00299963
47242,-0.01528885
47243,-0.02564321
47244,-0.03108326
47245,-0.03235482
47246,-0.02837266
47247,-0.01960912
47248,-0.00760926
47249,0.00680993
47250,0.02120812
47251,0.03414765
47252,0.04546757
47253,0.05351781
47254,0.05863041
47255,0.06088013
47256,0.06103816
47257,0.05990671
47258,0.05659455
47259,0.05274675
47260,0.04980745
47261,0.04646229
47262,0.04418831
47263,0.04152356
47264,0.04009937
47265,0.03792159
47266,0.03597005
47267,0.03466093
47268,0.03100657
47269,0.02784065
47270,0.02312862
47271,0.01793918
47272,0.01171153
47273,0.00532465
47274,-0.00019528
47275,-0.00589043
47276,-0.00814462
47277,-0.00870005
47278,-0.00741607
47279,-0.00289633
47280,0.00335149
47281,0.01198324
47282,0.02107065
47283,0.02956254
47284,0.03673024
47285,0.04118337
47286,0.04367165
47287,0.04322846
47288,0.04121449
47289,0.03763116
47290,0.03288709
47291,0.02980024
47292,0.02598533
47293,0.02364746
47294,0.02315113
47295,0.02312475
47296,0.02466429
47297,0.02579865
47298,0.02843025
47299,0.03157519
47300,0.03426524
47301,0.03686457
47302,0.03879505
47303,0.04238406
47304,0.04575611
47305,0.05075126
47306,0.05596961
47307,0.06077852
47308,0.06518628
47309,0.06777449
47310,0.06885218
47311,0.06566131
47312,0.06025894
47313,0.05226795
47314,0.04058394
47315,0.02939427
47316,0.01619238
47317,0.00299997
47318,-0.00750662
47319,-0.01582242
47320,-0.02074474
47321,-0.02296442
47322,-0.02096963
47323,-0.01460799
47324,-0.00618376
47325,0.00470920
47326,0.01680866
47327,0.02901041
47328,0.03897947
47329,0.04780040
47330,0.05417723
47331,0.05828915
47332,0.05971939
47333,0.05843555
47334,0.05591892
47335,0.05213620
47336,0.04819444
47337,0.04460039
47338,0.04141123
47339,0.03862065
47340,0.03527739
47341,0.03257473
47342,0.02853142
47343,0.02408318
47344,0.01948275
47345,0.01328824
47346,0.00865582
47347,0.00409912
47348,0.00110230
47349,-0.00043302
47350,-0.00031969
47351,0.00078311
47352,0.00272867
47353,0.00398410
47354,0.00480560
47355,0.00583273
47356,0.00674036
47357,0.00852785
47358,0.00996327
47359,0.01378111
47360,0.01958245
47361,0.02699628
47362,0.03576088
47363,0.04336953
47364,0.04889877
47365,0.05066906
47366,0.04952856
47367,0.04309768
47368,0.03402342
47369,0.02420693
47370,0.01370123
47371,0.00652102
47372,0.00180726
47373,0.00239652
47374,0.00764951
47375,0.01651093
47376,0.02821990
47377,0.04073005
47378,0.05363701
47379,0.06387999
47380,0.07189050
47381,0.07580399
47382,0.07676026
47383,0.07488699
47384,0.07211361
47385,0.06893745
47386,0.06605625
47387,0.06467038
47388,0.06457954
47389,0.06732690
47390,0.07116891
47391,0.07572471
47392,0.08136896
47393,0.08606667
47394,0.08957952
47395,0.09074706
47396,0.08986424
47397,0.08778936
47398,0.08440506
47399,0.08042077
47400,0.07637877
47401,0.07346843
47402,0.07232609
47403,0.07295759
47404,0.07434712
47405,0.07724106
47406,0.07950579
47407,0.08033291
47408,0.08025832
47409,0.07645743
47410,0.07064903
47411,0.06224954
47412,0.05311626
47413,0.04214365
47414,0.03270357
47415,0.02457835
47416,0.01987372
47417,0.01693584
47418,0.01674069
47419,0.01828070
47420,0.01913019
47421,0.02162114
47422,0.02296947
47423,0.02315188
47424,0.02345770
47425,0.02157606
47426,0.01925460
47427,0.01914839
47428,0.01838605
47429,0.01728044
47430,0.01690790
47431,0.01614357
47432,0.01413512
47433,0.01113520
47434,0.00817286
47435,0.00316799
47436,-0.00086058
47437,-0.00411647
47438,-0.00704777
47439,-0.00947486
47440,-0.00986476
47441,-0.00941903
47442,-0.00782000
47443,-0.00719592
47444,-0.00632109
47445,-0.00633983
47446,-0.00614309
47447,-0.00743979
47448,-0.00817387
47449,-0.00867879
47450,-0.00887547
47451,-0.00799380
47452,-0.00717402
47453,-0.00477539
47454,-0.00190265
47455,0.00082333
47456,0.00310446
47457,0.00401724
47458,0.00382567
47459,0.00190037
47460,-0.00060505
47461,-0.00299655
47462,-0.00545238
47463,-0.00666616
47464,-0.00664296
47465,-0.00580332
47466,-0.00387377
47467,-0.00154465
47468,0.00066288
47469,0.00362761
47470,0.00714707
47471,0.01252176
47472,0.01790920
47473,0.02476807
47474,0.03051518
47475,0.03547932
47476,0.03854169
47477,0.03777933
47478,0.03420795
47479,0.02639462
47480,0.01627737
47481,0.00391656
47482,-0.00732556
47483,-0.01637795
47484,-0.02225867
47485,-0.02354368
47486,-0.02212297
47487,-0.01769557
47488,-0.01248904
47489,-0.00793132
47490,-0.00539471
47491,-0.00573976
47492,-0.00771499
47493,-0.01222892
47494,-0.01587237
47495,-0.01781835
47496,-0.01682993
47497,-0.01127541
47498,-0.00200460
47499,0.01134436
47500,0.02612677
47501,0.04167939
47502,0.05525957
47503,0.06574409
47504,0.07114061
47505,0.07311065
47506,0.07048031
47507,0.06438785
47508,0.05723076
47509,0.04750761
47510,0.03944694
47511,0.03092778
47512,0.02301956
47513,0.01566687
47514,0.00798292
47515,0.00183586
47516,-0.00532295
47517,-0.01142016
47518,-0.01710774
47519,-0.02179638
47520,-0.02458608
47521,-0.02571596
47522,-0.02469822
47523,-0.02251328
47524,-0.01861111
47525,-0.01419488
47526,-0.00941886
47527,-0.00485802
47528,-0.00008891
47529,0.00477280
47530,0.01033975
47531,0.01564675
47532,0.02231334
47533,0.03017167
47534,0.03818013
47535,0.04684780
47536,0.05487804
47537,0.06257539
47538,0.06723073
47539,0.07113734
47540,0.07063363
47541,0.06689214
47542,0.06076745
47543,0.05147941
47544,0.04176614
47545,0.03068889
47546,0.01999371
47547,0.01041244
47548,0.00157259
47549,-0.00481004
47550,-0.01067047
47551,-0.01326386
47552,-0.01442719
47553,-0.01444317
47554,-0.01278800
47555,-0.01121604
47556,-0.00891260
47557,-0.00713399
47558,-0.00500330
47559,-0.00362557
47560,-0.00275984
47561,-0.00174856
47562,-0.00169599
47563,0.00014416
47564,0.00196263
47565,0.00500050
47566,0.01010791
47567,0.01563871
47568,0.02262051
47569,0.02966692
47570,0.03686563
47571,0.04322253
47572,0.04874036
47573,0.05222295
47574,0.05379424
47575,0.05487297
47576,0.05479130
47577,0.05464703
47578,0.05446498
47579,0.05489988
47580,0.05467498
47581,0.05393432
47582,0.05169295
47583,0.04561927
47584,0.03817507
47585,0.02729283
47586,0.01301823
47587,-0.00354023
47588,-0.02109587
47589,-0.03892906
47590,-0.05347294
47591,-0.06475422
47592,-0.07075826
47593,-0.07170054
47594,-0.06793737
47595,-0.06105081
47596,-0.05144175
47597,-0.04140480
47598,-0.03279723
47599,-0.02682787
47600,-0.02463527
47601,-0.02556417
47602,-0.02838271
47603,-0.03230630
47604,-0.03697793
47605,-0.04088097
47606,-0.04373709
47607,-0.04439405
47608,-0.04259722
47609,-0.03909165
47610,-0.03520956
47611,-0.03364852
47612,-0.03122322
47613,-0.02833599
47614,-0.02674613
47615,-0.02587126
47616,-0.02536263
47617,-0.02487798
47618,-0.02467023
47619,-0.02405036
47620,-0.02296485
47621,-0.02078555
47622,-0.01853276
47623,-0.01632235
47624,-0.01420895
47625,-0.01316238
47626,-0.01243285
47627,-0.01340839
47628,-0.01555673
47629,-0.01856010
47630,-0.02265951
47631,-0.02557740
47632,-0.02834048
47633,-0.02908991
47634,-0.02881434
47635,-0.02813492
47636,-0.02596161
47637,-0.02402877
47638,-0.02121983
47639,-0.01714098
47640,-0.01304183
47641,-0.01039426
47642,-0.00874087
47643,-0.00683545
47644,-0.00701702
47645,-0.00775931
47646,-0.01012730
47647,-0.01329937
47648,-0.01652430
47649,-0.02048942
47650,-0.02467693
47651,-0.02980924
47652,-0.03369082
47653,-0.03645755
47654,-0.03911585
47655,-0.04007886
47656,-0.04059059
47657,-0.04035962
47658,-0.03823035
47659,-0.03644056
47660,-0.03374775
47661,-0.03038993
47662,-0.02827385
47663,-0.02584679
47664,-0.02311418
47665,-0.02096715
47666,-0.01730750
47667,-0.01389554
47668,-0.01003811
47669,-0.00584514
47670,-0.00199277
47671,0.00206871
47672,0.00474267
47673,0.00721647
47674,0.00936164
47675,0.01000011
47676,0.01250915
47677,0.01282666
47678,0.01357951
47679,0.01635692
47680,0.01822272
47681,0.01878765
47682,0.01807945
47683,0.01544409
47684,0.01058322
47685,0.00425844
47686,-0.00237193
47687,-0.01019776
47688,-0.01828072
47689,-0.02450482
47690,-0.03011312
47691,-0.03519647
47692,-0.04012198
47693,-0.04527116
47694,-0.04960085
47695,-0.05434470
47696,-0.05941531
47697,-0.06404376
47698,-0.06814317
47699,-0.07155566
47700,-0.07288691
47701,-0.07126066
47702,-0.06632096
47703,-0.05870215
47704,-0.04804956
47705,-0.03572578
47706,-0.02337864
47707,-0.01151363
47708,-0.00231802
47709,0.00303497
47710,0.00514884
47711,0.00337886
47712,-0.00113245
47713,-0.00764074
47714,-0.01499597
47715,-0.02059675
47716,-0.02379438
47717,-0.02475189
47718,-0.02291390
47719,-0.01914371
47720,-0.01309938
47721,-0.00746195
47722,-0.00283395
47723,0.00040189
47724,0.00004184
47725,-0.00300125
47726,-0.00840968
47727,-0.01619241
47728,-0.02489366
47729,-0.03327932
47730,-0.04101559
47731,-0.04673411
47732,-0.05011619
47733,-0.05149898
47734,-0.05055197
47735,-0.04821325
47736,-0.04563643
47737,-0.04268188
47738,-0.03990826
47739,-0.03741271
47740,-0.03526050
47741,-0.03313759
47742,-0.03192192
47743,-0.03030674
47744,-0.02821364
47745,-0.02556592
47746,-0.02288224
47747,-0.02002212
47748,-0.01668552
47749,-0.01371747
47750,-0.01123416
47751,-0.00895948
47752,-0.00731242
47753,-0.00597368
47754,-0.00481065
47755,-0.00509175
47756,-0.00547388
47757,-0.00615069
47758,-0.00844554
