f0_energy,f1_energy,bit
0.00687411,0.00229391,0
0.0300443,0.0175838,0
0.0205492,0.00922743,0
0.00942879,0.00404816,0
0.014604,0.0086075,0
0.0190619,0.0141218,0
0.0382636,0.0160738,0
0.00222516,0.00316666,1
0.017568,0.0134019,0
0.0356351,0.0206695,0
0.0204183,0.0120338,0
0.0107568,0.00383318,0
0.0182362,0.0107401,0
0.0563364,0.0238148,0
0.0496538,0.0246715,0
0.014875,0.0013351,0
0.014714,0.014425,0
0.0192264,0.00714033,0
0.0201663,0.016199,0
0.00844938,0.0042709,0
0.0264823,0.0171406,0
0.0191646,0.010487,0
0.0135115,0.00263225,0
0.0140064,0.00132691,0
0.0226263,0.0174689,0
0.0541064,0.02948,0
0.0153267,0.0135785,0
0.0412763,0.0189273,0
0.0208392,0.0124246,0
0.0184738,0.012754,0
0.0204796,0.0117095,0
0.00774383,0.00496945,0
0.0219632,0.0108537,0
0.00676266,0.00312122,0
0.022007,0.013301,0
0.0210268,0.0162369,0
0.00746227,0.00598832,0
0.0276091,0.0182006,0
0.0075782,0.000535359,0
0.0241695,0.0115236,0
0.0125544,0.00545567,0
0.0119394,0.0160974,1
0.0151156,0.00978661,0
0.00906574,0.00614388,0
0.0359224,0.0152428,0
0.0109705,0.00668544,0
0.0399106,0.019638,0
0.0379829,0.0201851,0
0.0167389,0.00310263,0
0.00144877,0.000875144,0
0.0362413,0.0125162,0
0.0238196,0.0143593,0
0.0113012,0.00199211,0
0.0210147,0.0149351,0
0.0192098,0.00963102,0
0.00860593,0.00626225,0
0.00606884,0.00562904,0
0.0263461,0.0113692,0
0.0217987,0.0260413,1
0.0194512,0.00582269,0
0.0192071,0.00997086,0
0.00506305,0.0033585,0
0.0430134,0.0265515,0
0.0384514,0.019628,0
0.00744527,0.00560271,0
0.00598987,0.0140592,1
0.0029976,0.00311811,1
0.0165548,0.0101095,0
0.00572846,0.00354931,0
0.0202118,0.00620965,0
0.0200095,0.0153788,0
0.00987533,0.00194273,0
0.000374837,0.00367865,1
0.0212347,0.0181334,0
0.0323044,0.0143398,0
0.350046,0.0882148,0
0.356515,0.0595857,0
0.613615,0.0756089,0
0.590021,0.162716,0
0.118455,0.278442,1
0.316611,0.397971,1
0.240143,0.305848,1
0.0932917,0.299307,1
0.0241337,0.428324,1
0.792662,0.332408,0
0.453487,0.122182,0
1.7281,0.490519,0
1.77358,0.332415,0
1.99645,0.489408,0
1.53784,0.347093,0
1.36166,0.336208,0
1.2703,0.680854,0
1.38855,1.03765,0
0.208145,0.708872,1
0.643084,0.762433,1
0.426447,0.91823,1
0.952649,1.12831,1
1.42174,0.813186,0
1.43104,0.816463,0
1.43573,0.965476,0
2.06887,0.845126,0
1.6656,0.69329,0
1.71855,0.422045,0
1.67153,0.718953,0
1.24275,0.728442,0
0.376995,0.500042,1
1.02898,0.694349,0
0.356999,1.01543,1
1.0022,1.17646,1
1.20335,1.07531,0
1.4388,1.1897,0
1.95473,1.41869,0
2.68572,1.17031,0
2.14471,0.946098,0
2.0401,0.657036,0
1.68035,0.728227,0
1.05022,0.602659,0
0.243089,0.57773,1
1.13051,0.710333,0
0.467376,0.849398,1
0.883306,1.11093,1
1.22154,1.08802,0
1.65979,1.30918,0
1.84803,1.23116,0
2.61281,0.93614,0
2.11898,0.671161,0
1.91494,0.439483,0
1.52585,0.391322,0
0.867493,0.382563,0
0.196441,0.354775,1
0.735336,0.497382,0
0.365874,0.688366,1
0.896062,0.817026,0
1.58546,0.930196,0
2.09123,1.0648,0
1.8153,0.866928,0
2.29935,0.593486,0
1.78022,0.390714,0
1.56437,0.21437,0
1.25499,0.381069,0
1.00567,0.504224,0
0.226888,0.373278,1
0.566973,0.423462,0
0.425228,0.491341,1
1.01656,0.63064,0
1.81143,0.562989,0
2.02921,0.600522,0
1.42744,0.540941,0
1.88074,0.477252,0
1.5314,0.411118,0
1.4266,0.236103,0
1.51717,0.64238,0
1.29844,0.765603,0
0.311847,0.495568,1
0.717065,0.492482,0
0.56365,0.651443,1
1.10486,0.886542,0
1.83439,0.606222,0
1.85446,0.597253,0
1.2739,0.8519,0
1.90498,0.851749,0
1.5972,0.701517,0
1.66934,0.430914,0
1.80229,0.753476,0
1.48804,0.818667,0
0.319817,0.638747,1
0.810191,0.729335,0
0.602876,0.948655,1
1.1548,1.25154,1
1.62829,1.0369,0
1.54859,1.0964,0
1.57498,1.27431,0
2.31918,1.09927,0
1.88469,0.838191,0
2.0354,0.557352,0
2.07925,0.790349,0
1.51473,0.762811,0
0.323369,0.625882,1
0.860809,0.809355,0
0.519159,1.11118,1
1.06067,1.41561,1
1.44117,1.28938,0
1.55874,1.36134,0
1.89154,1.38632,0
2.7453,1.15775,0
2.1925,0.846408,0
2.1835,0.528306,0
1.93357,0.571612,0
1.33757,0.545991,0
