0,-0.000632598
1,-0.00196356
2,-0.00370622
3,-0.00583165
4,-0.00830035
5,-0.0110623
6,-0.0140576
7,-0.0172168
8,-0.0204629
9,-0.0237123
10,-0.0268771
11,-0.0298674
12,-0.032594
13,-0.0349717
14,-0.0369221
15,-0.0383768
16,-0.0392809
17,-0.0395959
18,-0.0393021
19,-0.0384012
20,-0.0369171
21,-0.0348974
22,-0.0324123
23,-0.0295539
24,-0.0264334
25,-0.0231776
26,-0.0199244
27,-0.0168171
28,-0.0139981
29,-0.0116023
30,-0.00974944
31,-0.0085377
32,-0.00803712
33,-0.00828421
34,-0.00927798
35,-0.0109777
36,-0.0133028
37,-0.0161352
38,-0.0193236
39,-0.0226908
40,-0.026043
41,-0.0291803
42,-0.0319094
43,-0.0340561
44,-0.0354777
45,-0.0360744
46,-0.0357982
47,-0.034659
48,-0.032727
49,-0.0301311
50,-0.027052
51,-0.0237118
52,-0.020359
53,-0.0172511
54,-0.0146341
55,-0.0127228
56,-0.0116814
57,-0.0116076
58,-0.0125213
59,-0.0143585
60,-0.0169738
61,-0.0201489
62,-0.0236089
63,-0.0270453
64,-0.0301429
65,-0.0326098
66,-0.0342064
67,-0.0347711
68,-0.0342402
69,-0.0326587
70,-0.0301801
71,-0.0270552
72,-0.0236098
73,-0.0202128
74,-0.0172373
75,-0.0150198
76,-0.01382
77,-0.0137888
78,-0.0149452
79,-0.0171696
80,-0.0202119
81,-0.0237167
82,-0.0272631
83,-0.0304148
84,-0.0327745
85,-0.0340368
86,-0.0340317
87,-0.0327519
88,-0.0303609
89,-0.0271762
90,-0.0236323
91,-0.0202239
92,-0.0174379
93,-0.0156836
94,-0.0152301
95,-0.0161613
96,-0.0183568
97,-0.0215026
98,-0.0251325
99,-0.0286945
100,-0.0316355
101,-0.0334886
102,-0.0339517
103,-0.0329429
104,-0.0306213
105,-0.0273692
106,-0.0237343
107,-0.0203418
108,-0.0177882
109,-0.0165353
110,-0.0168238
111,-0.0186222
112,-0.0216237
113,-0.0252936
114,-0.0289618
115,-0.0319447
116,-0.0336755
117,-0.0338172
118,-0.0323364
119,-0.0295189
120,-0.0259235
121,-0.0222769
122,-0.0193308
123,-0.0177073
124,-0.0177647
125,-0.0195136
126,-0.0226038
127,-0.0263892
128,-0.0300597
129,-0.0328148
130,-0.0340428
131,-0.0334642
132,-0.0312052
133,-0.027781
134,-0.0239872
135,-0.0207214
136,-0.0187724
137,-0.0186283
138,-0.0203491
139,-0.0235398
140,-0.0274347
141,-0.0310786
142,-0.0335621
143,-0.0342549
144,-0.0329761
145,-0.0300536
146,-0.0262525
147,-0.0225845
148,-0.0200435
149,-0.019337
150,-0.0206846
151,-0.0237444
152,-0.0276926
153,-0.0314418
154,-0.0339423
155,-0.0344829
156,-0.0329062
157,-0.0296685
158,-0.0257226
159,-0.0222477
160,-0.020302
161,-0.0204999
162,-0.0228127
163,-0.0265605
164,-0.0306068
165,-0.0337024
166,-0.0348779
167,-0.0337599
168,-0.0307065
169,-0.0267098
170,-0.0230871
171,-0.0210538
172,-0.0213164
173,-0.0238216
174,-0.027756
175,-0.0318046
176,-0.0345919
177,-0.0351585
178,-0.0333077
179,-0.0296941
180,-0.0256107
181,-0.0225402
182,-0.021622
183,-0.0232278
184,-0.0268062
185,-0.0310646
186,-0.0344359
187,-0.0356633
188,-0.0342854
189,-0.0308324
190,-0.026645
191,-0.0233705
192,-0.0223239
193,-0.0239591
194,-0.0276678
195,-0.0319995
196,-0.0352288
