correlation_f0,correlation_f1,confidence,bit
-0.131106,0.192931,1,1
0.475513,0.344534,0.159722,0
0.310647,0.341441,0.0472241,1
0.0766507,-0.352174,1,0
1.52265,0.107111,0.868556,0
0.936107,0.215381,0.625909,0
-0.132683,0.0554711,1,1
-0.502026,0.0671941,1,1
-1.07363,0.0375345,1,1
-0.884183,0.119591,1,1
-1.128,0.701943,1,1
-1.90727,0.287419,1,1
-0.855224,0.0581915,1,1
0.271748,0.221291,0.102339,0
0.399657,0.212315,0.306129,0
0.772649,0.179799,0.622448,0
0.538055,0.120523,0.633989,0
1.15545,-0.283665,1,0
1.6828,0.172898,0.813657,0
0.432784,0.545628,0.115334,1
-0.632448,0.491837,1,1
-0.627881,0.546826,1,1
-0.953121,0.670204,1,1
-0.653594,0.831943,1,1
-1.70029,1.00242,1,1
-1.38084,0.676954,1,1
0.130597,0.242963,0.300797,1
1.0077,0.246383,0.607072,0
0.744738,0.156455,0.652782,0
0.810941,-0.0240094,1,0
0.53712,-0.160402,1,0
1.82069,-0.130406,1,0
1.24137,0.16909,0.760234,0
-0.245251,0.685485,1,1
-0.999632,0.721832,1,1
-0.558252,0.841461,1,1
-0.517038,1.06113,1,1
-0.202647,1.23516,1,1
-1.68331,0.939738,1,1
-0.330426,0.838989,1,1
1.05989,0.322667,0.53323,0
1.40711,0.183834,0.768899,0
0.839374,0.0406341,0.907651,0
0.592363,-0.225247,1,0
0.350224,-0.387226,1,0
1.87859,0.0827593,0.91561,0
0.356704,0.112219,0.521376,0
-0.849284,0.584518,1,1
-0.960449,0.732725,1,1
-0.289088,0.845716,1,1
0.0866183,1.08992,0.852757,1
0.276474,1.20803,0.62752,1
-1.08569,0.571276,1,1
0.799249,0.708519,0.0601748,0
1.61709,0.304453,0.683117,0
1.29599,0.0488518,0.927349,0
0.651351,-0.0850703,1,0
0.138289,-0.35588,1,0
0.0883209,-0.464246,1,0
1.2619,0.252451,0.666588,0
-0.645535,0.00699598,1,1
-1.16016,0.28166,1,1
-0.578339,0.496674,1,1
0.0464712,0.54341,0.842439,1
0.658553,0.739113,0.0576386,1
0.675255,0.767052,0.0636462,1
-0.0899952,-0.00448202,0.90512,1
1.6549,0.336106,0.662375,0
1.65077,0.196483,0.78727,0
0.708554,-0.10354,1,0
0.205684,-0.174343,1,0
-0.343614,-0.345096,0.00215079,0
-0.225597,-0.366047,0.23739,0
0.20633,0.34626,0.253225,1
-1.41822,-0.0838997,0.888291,1
-1.05008,-0.113352,0.805142,1
-0.00693638,0.0848852,1,1
0.440094,0.0848348,0.676776,0
1.03975,0.141321,0.76069,0
0.841123,0.0555638,0.876069,0
0.931109,-0.573132,1,0
1.9624,-0.141966,1,0
1.0989,0.0138159,0.975167,0
-0.0883959,-0.212417,0.412286,0
-0.275644,-0.207559,0.140903,1
-0.74248,-0.228774,0.52891,1
-0.452233,-0.153706,0.492668,1
-0.894532,0.327961,1,1
-1.69343,-0.156083,0.831218,1
-0.604394,-0.483324,0.111306,1
0.56722,-0.356533,1,0
0.628246,-0.441113,1,0
1.08305,-0.498077,1,0
0.70386,-0.683563,1,0
1.59676,-0.954141,1,0
1.57698,-0.584312,1,0
0.182615,-0.172183,1,0
-0.855999,-0.252689,0.544166,1
-0.679573,-0.160639,0.617623,1
-0.876865,-0.0379678,0.916995,1
-0.518144,0.113633,1,1
-1.69493,0.186556,1,1
-1.36027,-0.160843,0.788519,1
0.0547535,-0.685741,1,0
0.950481,-0.672237,1,0
0.609203,-0.792394,1,0
0.723456,-0.972999,1,0
0.34687,-1.16775,1,0
1.72654,-1.00628,1,0
0.663118,-0.81961,1,0
-0.776831,-0.293006,0.452243,1
-1.33934,-0.210646,0.728196,1
-0.823242,-0.0548201,0.875134,1
-0.712426,0.166849,1,1
-0.402348,0.343846,1,1
-1.88145,-0.0111703,0.988196,1
-0.573928,-0.120947,0.651889,1
0.722093,-0.636386,1,0
0.969255,-0.773601,1,0
0.382466,-0.878646,1,0
0.129103,-1.10996,1,0
-0.137538,-1.25963,0.803119,0
1.25342,-0.706847,1,0
-0.506849,-0.778614,0.211414,0
-1.49012,-0.318177,0.648091,1
-1.32581,-0.081538,0.884126,1
-0.696152,0.0612189,1,1
-0.27178,0.322474,1,1
-0.143266,0.45355,1,1
-1.45374,-0.223818,0.733162,1
0.436012,-0.0287895,1,0
1.10059,-0.378898,1,0
0.701534,-0.580662,1,0
0.00968733,-0.666065,1,0
-0.490296,-0.851805,0.269361,0
-0.569363,-0.904707,0.227495,0
0.369474,-0.151094,1,0
-1.48059,-0.461112,0.525044,1
-1.68524,-0.237489,0.752966,1
-0.902976,0.053804,1,1
-0.297811,0.178113,1,1
0.218304,0.344237,0.223865,1
0.164944,0.407726,0.423947,1
-0.495244,-0.354616,0.165471,1
1.29754,0.0675124,0.901085,0
1.14234,0.0202777,0.965117,0
0.184399,-0.196367,1,0
-0.362317,-0.229309,0.224818,1
-0.955338,-0.313761,0.505537,1
-0.806547,-0.252684,0.522891,1
-0.641833,0.448632,1,1
-1.9535,0.00643779,1,1
-1.29609,-0.0736944,0.8924,1
-0.14937,0.169275,1,1
0.186211,0.210437,0.0610768,1
0.674425,0.269112,0.429568,0
0.415178,0.215886,0.315803,0
0.634814,-0.356573,1,0
1.68716,0.13396,0.852882,0
0.775351,0.408809,0.309538,0
-0.374282,0.272249,1,1
-0.604173,0.300596,1,1
-1.082,0.338631,1,1
-0.754838,0.495884,1,1
-1.45675,0.886726,1,1
-1.71608,0.487469,1,1
-0.431351,0.122457,1,1
0.658721,0.229728,0.482856,0
0.622318,0.185006,0.541681,0
0.875682,0.0869493,0.819351,0
0.53714,-0.0448292,1,0
1.52011,-0.254837,1,0
1.52007,0.167972,0.800985,0
0.12492,0.643527,0.674878,1
-0.820354,0.632238,1,1
-0.637905,0.714606,1,1
-0.814217,0.885833,1,1
-0.48641,1.05796,1,1
-1.74257,1.03151,1,1
-0.902146,0.785573,1,1
0.580903,0.281864,0.346605,0
1.19795,0.19269,0.722875,0
0.849501,0.0998824,0.789585,0
0.754348,-0.128545,1,0
0.501708,-0.275218,1,0
1.90378,-0.0468641,1,0
0.800561,0.128678,0.723046,0
-0.590726,0.656177,1,1
-0.957142,0.786992,1,1
-0.472336,0.883206,1,1
-0.274806,1.11265,1,1
-0.015225,1.2677,1,1
-1.42509,0.817248,1,1
0.247754,0.827298,0.539084,1
1.4035,0.349164,0.601562,0
1.33093,0.0995771,0.86078,0
0.749038,-0.027897,1,0
0.361534,-0.297071,1,0
0.268125,-0.417004,1,0
1.6175,0.168989,0.810814,0
-0.208399,0.0428461,1,1
-1.07715,0.444992,1,1
-0.773729,0.663269,1,1
-0.118575,0.744902,1,1
0.373883,0.971133,0.444047,1
0.437033,1.02109,0.400553,1
-0.644909,0.297044,1,1
1.288,0.569853,0.386547,0
1.73696,0.29678,0.708143,0
0.987451,-0.0399816,1,0
0.409888,-0.14291,1,0
-0.131837,-0.358921,0.462721,0
-0.0511735,-0.408663,0.777427,0
0.750018,0.328283,0.391111,0
-1.09788,-0.0381493,0.932838,1
-1.23207,0.0665253,1,1
-0.31359,0.321588,1,1
0.26454,0.354378,0.145154,1
0.905837,0.487143,0.300575,0
0.759449,0.431709,0.275144,0
0.386609,-0.304403,1,0
1.88554,0.11777,0.882425,0
1.47285,0.144479,0.821336,0
0.341704,-0.15454,1,0
-0.0624631,-0.196858,0.518257,0
-0.618832,-0.31218,0.329375,1
-0.367084,-0.263753,0.163801,1
-0.33254,0.378909,1,1
-1.65299,-0.120304,0.864316,1
-0.929143,-0.326031,0.480501,1
0.248522,-0.140468,1,0
0.554338,-0.168309,1,0
1.11077,-0.167392,1,0
0.81863,-0.300461,1,0
1.2611,-0.807844,1,0
1.81308,-0.38392,1,0
0.679807,-0.0687434,1,0
-0.457294,-0.219045,0.352263,1
-0.534351,-0.2023,0.450758,1
-0.866297,-0.13798,0.725216,1
-0.559075,-0.0340386,0.885221,1
-1.33643,0.293048,1,1
-1.61539,-0.159461,0.820311,1
-0.294998,-0.5944,0.336634,0
0.720939,-0.550674,1,0
0.631346,-0.632294,1,0
0.921597,-0.757899,1,0
0.590137,-0.935056,1,0
1.69621,-1.03244,1,0
1.14799,-0.737616,1,0
-0.318547,-0.245764,0.128978,1
-1.09173,-0.213345,0.673054,1
-0.794074,-0.113198,0.750465,1
-0.825506,0.0743397,1,1
-0.533198,0.216655,1,1
-1.90601,0.0912472,1,1
-0.989456,-0.125294,0.775207,1
0.400966,-0.678271,1,0
0.96619,-0.764327,1,0
0.503101,-0.882116,1,0
0.435576,-1.08397,1,0
0.131931,-1.25228,1,0
1.56911,-0.885877,1,0
0.0470666,-0.853122,1,0
-1.19711,-0.329596,0.568227,1
-1.39262,-0.144409,0.812094,1
-0.770853,0.0215524,1,1
-0.511754,0.256738,1,1
-0.314777,0.403901,1,1
-1.78306,-0.134789,0.859437,1
-0.0508089,-0.0619211,0.0985739,0
0.986438,-0.514665,1,0
0.892483,-0.707677,1,0
0.168016,-0.830324,1,0
-0.210371,-1.03608,0.662447,0
-0.375158,-1.13951,0.504635,0
0.872372,-0.442376,1,0
-1.0406,-0.658963,0.224549,1
-1.67932,-0.306808,0.69105,1
-1.17759,-0.0154049,0.974174,1
-0.494361,0.135918,1,1
0.00354281,0.360066,0.980513,1
0.0130573,0.44885,0.943464,1
-1.05114,-0.311886,0.542363,1
0.91727,0.0243953,0.948187,0
1.19995,-0.175666,1,0
0.49449,-0.404214,1,0
-0.20774,-0.486744,0.401744,0
-0.804407,-0.643254,0.11132,1
-0.731621,-0.616948,0.0850334,1
-0.121721,0.159458,1,1
-1.76627,-0.230059,0.769519,1
-1.55241,-0.168463,0.804211,1
-0.590971,0.098802,1,1
-0.0477607,0.201737,1,1
0.51168,0.327059,0.220117,0
0.354029,0.342279,0.0168738,0
0.0536338,-0.389165,1,0
1.55008,0.0990115,0.87992,0
1.01775,0.223463,0.639927,0
-0.0655813,0.0444163,1,1
-0.48798,0.0399347,1,1
-1.09137,-0.00314212,0.994258,1
-0.862927,0.103275,1,1
-1.07258,0.702164,1,1
-1.88258,0.267807,1,1
-0.881163,0.0273701,1,1
0.241679,0.202446,0.0883371,0
0.396824,0.18466,0.364867,0
0.852237,0.194878,0.627781,0
0.545764,0.102446,0.683911,0
1.15043,-0.314949,1,0
1.64714,0.137364,0.846048,0
0.470431,0.543626,0.07218,1
-0.63706,0.456912,1,1
-0.608655,0.544657,1,1
-1.01953,0.619864,1,1
-0.657814,0.796353,1,1
-1.69558,0.985343,1,1
-1.30898,0.68804,1,1
0.0843167,0.209455,0.425971,1
1.00107,0.231948,0.623772,0
0.713208,0.115197,0.721883,0
0.872137,-0.0213787,1,0
0.562037,-0.170399,1,0
1.84343,-0.138531,1,0
1.18516,0.128659,0.804145,0
-0.234842,0.674942,1,1
-0.948794,0.726968,1,1
-0.516363,0.861811,1,1
-0.563825,1.04087,1,1
-0.264852,1.20978,1,1
-1.70132,0.939788,1,1
-0.316017,0.853133,1,1
1.05433,0.334698,0.518084,0
1.38025,0.175541,0.774339,0
0.791541,0.00808105,0.979788,0
0.581705,-0.235323,1,0
0.406857,-0.364013,1,0
1.90349,0.0838087,0.915656,0
0.329155,0.0905454,0.568523,0
-0.881075,0.561459,1,1
-0.949077,0.73493,1,1
-0.287603,0.855142,1,1
0.0984407,1.10637,0.836588,1
0.230643,1.19283,0.675943,1
-1.11298,0.559438,1,1
0.782276,0.716418,0.0439439,0
1.67527,0.347517,0.656398,0
1.27372,0.0522339,0.921213,0
0.604349,-0.0998783,1,0
0.0809247,-0.368768,1,0
0.0808041,-0.448077,1,0
1.28629,0.2747,0.648045,0
-0.641662,0.0168101,1,1
-1.20605,0.262485,1,1
-0.623688,0.486366,1,1
0.0743681,0.57174,0.769797,1
0.709525,0.767915,0.0395216,1
0.659352,0.772106,0.0787683,1
-0.11772,-0.00350346,0.942198,1
1.61253,0.333127,0.657568,0
1.66802,0.218132,0.768702,0
0.748181,-0.0881377,1,0
0.193645,-0.175449,1,0
-0.431994,-0.371614,0.0751356,1
-0.272113,-0.375546,0.159703,0
0.245826,0.385145,0.220802,1
-1.38065,-0.0609973,0.915378,1
-1.11193,-0.119038,0.806595,1
-0.0782348,0.0713184,1,1
0.400198,0.0776479,0.675009,0
1.05856,0.163634,0.732229,0
0.853849,0.0789411,0.830742,0
0.896067,-0.578748,1,0
1.88766,-0.172928,1,0
1.10165,0.0165353,0.970425,0
-0.0624371,-0.199315,0.52293,0
-0.28557,-0.195206,0.187955,1
-0.778224,-0.238141,0.531387,1
-0.52139,-0.175507,0.496318,1
-0.911992,0.341458,1,1
-1.66656,-0.125179,0.860271,1
-0.606911,-0.46258,0.134953,1
0.491769,-0.369506,1,0
0.586803,-0.43322,1,0
1.04871,-0.496003,1,0
0.765905,-0.63519,1,0
1.59827,-0.948023,1,0
1.54171,-0.595401,1,0
0.121273,-0.200928,1,0
-0.816801,-0.237597,0.549322,1
-0.668926,-0.150153,0.633362,1
-0.862448,-0.0218201,0.950648,1
-0.599948,0.083053,1,1
-1.72037,0.192206,1,1
-1.37115,-0.149945,0.802846,1
0.113171,-0.637162,1,0
0.873392,-0.687988,1,0
0.584178,-0.800504,1,0
0.66068,-0.990411,1,0
0.419656,-1.13051,1,0
1.74526,-0.991275,1,0
0.650287,-0.815386,1,0
-0.870191,-0.331907,0.447787,1
-1.32863,-0.200062,0.738256,1
-0.835242,-0.051745,0.883324,1
-0.639817,0.205164,1,1
-0.468827,0.32122,1,1
-1.9349,-0.0212955,0.978228,1
-0.613653,-0.126268,0.658698,1
0.767615,-0.60433,1,0
0.964809,-0.76105,1,0
0.374642,-0.878189,1,0
0.0532389,-1.13285,1,0
-0.120991,-1.24355,0.822663,0
1.29293,-0.681668,1,0
-0.470523,-0.761442,0.236142,0
-1.53224,-0.339131,0.637558,1
-1.38685,-0.0937986,0.873301,1
-0.688932,0.0755258,1,1
-0.220844,0.347269,1,1
-0.1368,0.4559,1,1
-1.48595,-0.239736,0.722155,1
0.393984,-0.0437188,1,0
1.13798,-0.366131,1,0
0.746692,-0.565769,1,0
0.029044,-0.664857,1,0
-0.564387,-0.887185,0.222378,0
-0.604561,-0.917374,0.205536,0
0.391445,-0.140002,1,0
-1.42507,-0.428821,0.537381,1
-1.68455,-0.233641,0.756394,1
-0.945757,0.0460255,1,1
-0.339561,0.15876,1,1
0.291222,0.378354,0.13013,1
0.21109,0.418795,0.329751,1
-0.497783,-0.357296,0.164297,1
1.24183,0.0403691,0.937031,0
1.15772,0.0188385,0.967977,0
0.219978,-0.189695,1,0
-0.304866,-0.207087,0.190993,1
-0.983904,-0.328627,0.499247,1
-0.869698,-0.278099,0.515421,1
-0.66186,0.445792,1,1
-1.88692,0.0413787,1,1
-1.24167,-0.0482946,0.925123,1
-0.171443,0.176698,1,1
0.147928,0.192886,0.131915,1
0.712376,0.277513,0.439305,0
0.488152,0.23961,0.341516,0
0.671572,-0.349796,1,0
1.66529,0.119866,0.865708,0
0.730096,0.373682,0.322904,0
-0.362538,0.255543,1,1
-0.53083,0.322778,1,1
-1.07112,0.34592,1,1
-0.809691,0.472876,1,1
-1.48063,0.876237,1,1
-1.68068,0.504625,1,1
-0.379874,0.151501,1,1
0.680812,0.247056,0.467476,0
0.579122,0.159693,0.567705,0
0.868805,0.0714186,0.848082,0
0.585465,-0.0340416,1,0
1.59271,-0.23115,1,0
1.50938,0.149395,0.819873,0
0.0969992,0.6202,0.729506,1
-0.853145,0.599811,1,1
-0.597016,0.733238,1,1
-0.788662,0.889055,1,1
-0.461278,1.06276,1,1
-1.80311,0.99735,1,1
-0.897125,0.79107,1,1
0.61633,0.295091,0.35246,0
1.26975,0.236677,0.685778,0
0.793237,0.0604831,0.858307,0
0.751184,-0.13686,1,0
0.468876,-0.293708,1,0
1.99659,-0.0167066,1,0
0.810009,0.121404,0.739312,0
-0.565617,0.652242,1,1
-1.0446,0.736745,1,1
-0.41821,0.897989,1,1
-0.236247,1.12761,1,1
0.0301902,1.27693,0.953807,1
-1.48857,0.774249,1,1
0.228584,0.816587,0.56259,1
1.38327,0.332719,0.612213,0
1.43627,0.139067,0.823445,0
0.743288,-0.0407669,1,0
0.37826,-0.300827,1,0
0.211291,-0.440614,1,0
1.67054,0.189821,0.795931,0
-0.154013,0.065783,1,1
-1.05818,0.447207,1,1
-0.836197,0.626656,1,1
-0.109974,0.743932,1,1
0.379735,0.959332,0.432836,1
0.515314,1.04604,0.339913,1
-0.644077,0.28912,1,1
1.2395,0.539497,0.393481,0
1.69624,0.25992,0.734255,0
1.05535,-0.0201048,1,0
0.434359,-0.137017,1,0
-0.149,-0.36741,0.422938,0
-0.126677,-0.436251,0.549935,0
0.757325,0.321763,0.403638,0
-1.08351,-0.0218429,0.960478,1
-1.14812,0.104073,1,1
-0.361362,0.301733,1,1
0.236587,0.331476,0.167038,1
0.890988,0.47173,0.307663,0
0.809441,0.443733,0.291825,0
0.411466,-0.303621,1,0
1.85428,0.0876414,0.909737,0
1.40835,0.0990112,0.86863,0
0.3358,-0.165153,1,0
-0.042681,-0.19981,0.647979,0
-0.569533,-0.291788,0.322465,1
-0.400984,-0.281643,0.174826,1
-0.402991,0.360745,1,1
-1.62894,-0.108179,0.875451,1
-0.857757,-0.278885,0.509282,1
0.23105,-0.136986,1,0
0.528017,-0.180954,1,0
1.0622,-0.191529,1,0
0.836632,-0.302065,1,0
1.30893,-0.797967,1,0
1.82768,-0.3879,1,0
0.639852,-0.0996089,1,0
-0.492447,-0.250588,0.325501,1
-0.50489,-0.191333,0.450369,1
-0.839928,-0.125855,0.739373,1
-0.583443,-0.0400836,0.871429,1
-1.39384,0.273839,1,1
-1.64045,-0.159967,0.8223,1
-0.286203,-0.580912,0.339872,0
0.756344,-0.521576,1,0
0.633361,-0.625542,1,0
0.880875,-0.776422,1,0
0.577779,-0.942594,1,0
1.75773,-1.00617,1,0
1.16095,-0.735016,1,0
-0.341602,-0.257735,0.139934,1
-1.15247,-0.246241,0.647903,1
-0.803496,-0.116443,0.746846,1
-0.793603,0.091524,1,1
-0.51602,0.232487,1,1
-1.89859,0.0963078,1,1
-1.06097,-0.149854,0.752476,1
0.413537,-0.665266,1,0
0.997488,-0.734958,1,0
0.52036,-0.86323,1,0
0.391695,-1.10299,1,0
0.108736,-1.25365,1,0
1.55811,-0.884148,1,0
0.0927361,-0.824102,1,0
-1.21614,-0.329784,0.573351,1
-1.39073,-0.1417,0.815065,1
-0.856495,-0.00971663,0.977565,1
-0.484961,0.274029,1,1
-0.328818,0.40278,1,1
-1.76527,-0.12317,0.869554,1
-0.118379,-0.0896664,0.138012,1
0.95235,-0.526496,1,0
0.868932,-0.70838,1,0
0.256094,-0.789753,1,0
-0.234655,-1.0369,0.630918,0
-0.381859,-1.12666,0.493731,0
0.839662,-0.445491,1,0
-1.00761,-0.62705,0.232805,1
-1.66682,-0.285095,0.707882,1
-1.18248,-0.00372002,0.993728,1
-0.563295,0.111673,1,1
-0.00148208,0.358194,1,1
0.0145163,0.444162,0.936704,1
-0.99956,-0.292691,0.547006,1
0.872135,0.00274003,0.993736,0
1.18733,-0.194098,1,0
0.48263,-0.41083,1,0
