goertzel_f0,goertzel_f1,matched_corr_f0,matched_corr_f1,iq_mag_f0,iq_mag_f1,final_bit,confidence
0.00805357,0.00563919,0.0276638,0.0171365,0.0313726,0.0183276,0,1
0.0320491,0.0144268,0.0122788,0.00781247,0.0144645,0.00844729,0,1
0.0489791,0.0264823,0.017917,0.00268616,0.0184367,0.00348522,0,1
0.0182074,0.0139427,-0.0395395,-0.0167041,0.0396445,0.0194278,1,0.67
0.00493547,0.00159808,0.00966196,0.00133024,0.0124022,0.00197665,0,1
0.0099687,0.0112577,0.0193516,0.00467824,0.020482,0.00469402,0,0.67
0.0391119,0.0183241,0.00776292,0.00579353,0.00858942,0.00612847,0,1
0.0337997,0.0218391,-0.0101736,-0.0109601,0.0103464,0.0109976,0,0.67
0.00472125,0.00247342,-0.023403,-0.0131184,0.0239458,0.0131687,1,0.67
0.0105612,0.00570067,0.00775815,0.00417141,0.00788832,0.00438156,0,1
0.00872319,0.00497019,0.0186012,0.0126838,0.0212381,0.0131763,0,1
0.0401713,0.0207406,0.00908306,0.0072829,0.00934643,0.00938794,0,0.67
0.0414377,0.0234642,-0.00848044,-0.00341625,0.01101,0.00456697,1,0.67
0.0056266,0.00229704,-0.0371092,-0.0176149,0.0372154,0.0181971,1,0.67
0.0180831,0.0110091,0.000212872,0.00243018,0.00339656,0.00247578,1,0.67
0.004709,0.00162381,0.0140233,0.011522,0.0149538,0.0124641,0,1
0.0266482,0.0131925,-0.000955446,-0.0033214,0.00672697,0.00613057,0,1
0.0177984,0.0109289,-0.00591758,-0.0027094,0.00591997,0.00271093,1,0.67
0.010872,0.00412485,-0.043286,-0.0164316,0.0433131,0.0171192,1,0.67
0.0386642,0.0189028,0.00522989,0.00383748,0.00524954,0.00411167,0,1
0.00574172,0.00334377,0.0181671,0.0119123,0.0183063,0.0125483,0,1
0.0250242,0.0144552,0.0122597,0.00778485,0.0122941,0.00878901,0,1
0.0245891,0.0150616,-0.0219322,-0.0113841,0.0229116,0.0114034,1,0.67
0.00925652,0.00625921,-0.0270179,-0.00872915,0.0278392,0.00924903,1,0.67
0.0165161,0.0129945,-0.00297466,0.00133864,0.0141389,0.00151117,1,0.67
0.00624429,0.00263583,0.0291185,0.0168604,0.0291205,0.0175963,0,1
0.0194151,0.0102314,-0.0138929,-0.00284717,0.0138961,0.00335019,1,0.67
0.00732469,0.00355813,-0.00254617,-0.00219621,0.00430597,0.0027471,1,0.67
0.0240629,0.0188544,-0.0268743,-0.0192968,0.0294713,0.0196854,1,0.67
0.0374359,0.0240845,0.0245233,0.00745893,0.0258522,0.00814438,0,1
0.0145242,0.00378395,0.0359259,0.0146882,0.0365783,0.0148703,0,1
0.00598117,0.00576891,0.000771687,-0.000272935,0.00104949,0.00292694,0,0.67
0.0120265,0.00693845,-0.0143438,-0.00568355,0.0144992,0.00569021,1,0.67
0.0311976,0.013647,-0.00623957,-0.00338133,0.0063359,0.00523098,1,0.67
0.0350001,0.0139689,0.0121962,0.00474503,0.0127444,0.00541219,0,1
0.00527997,0.00239277,0.0212093,0.0159011,0.0254482,0.0167171,0,1
0.00908102,0.00617244,-0.0213894,-0.0130349,0.0216143,0.0134265,1,0.67
0.0130757,0.00659378,-0.00691395,-0.00345572,0.00692912,0.00347461,1,0.67
0.0219732,0.0161007,-0.0176263,-0.00938848,0.0196593,0.00974862,1,0.67
0.024519,0.013151,0.02499,0.00985187,0.0251476,0.0110287,0,1
0.0152453,0.0051227,0.0100556,0.00792609,0.011416,0.0105257,0,1
0.0173114,0.0108068,-0.00930174,-0.00443432,0.00936364,0.00457577,1,0.67
0.010272,0.0049552,-0.0277945,-0.0079738,0.0278112,0.00835846,1,0.67
0.0239694,0.0150829,-0.00822839,-0.000359769,0.00959021,0.000892971,1,0.67
0.0114388,0.00795094,0.0093445,0.00636259,0.0105396,0.00660812,0,1
0.0236813,0.00892387,0.0231127,0.0136547,0.0238574,0.0149035,0,1
0.0135442,0.00732997,-0.0341304,-0.0144986,0.0363748,0.0160315,1,0.67
0.0247237,0.0104052,-0.000654959,-0.00437198,0.0106362,0.00537508,0,1
0.0382296,0.0201486,-0.0151402,-0.00689786,0.0160941,0.00804997,1,0.67
0.0184204,0.00960145,0.0483313,0.0227918,0.0483471,0.0234963,0,1
0.0199757,0.0149068,0.0136926,0.00149665,0.0185527,0.00350552,0,1
0.0182705,0.0123261,-0.0101773,-0.00644016,0.0107767,0.00656464,1,0.67
0.271566,0.0569696,-0.349999,-0.0158403,0.668834,0.103465,1,0.67
0.299532,0.0452926,0.148698,-0.0051159,1.65035,0.126091,0,1
0.237172,0.0737368,0.339058,-0.0168656,0.340011,0.0241125,0,1
0.402027,0.126172,0.960467,0.288696,1.06403,0.314304,0,1
0.227118,0.172372,-0.417279,-0.00870313,0.557058,0.202317,1,0.67
0.320681,0.420519,-0.188896,0.138229,0.251709,0.335398,1,1
0.166038,0.228687,-0.351333,0.147779,0.499541,0.148145,1,0.67
0.0374779,0.140106,-0.0475517,0.168005,0.134342,0.209867,1,1
0.198332,0.354353,0.0711415,0.169481,0.103457,0.28875,1,1
0.747553,0.437177,-0.165383,-0.180971,1.36301,0.300221,0,1
0.237038,0.0542592,1.6852,0.487763,2.79895,0.488492,0,1
1.33948,0.27183,-0.896967,0.00520572,1.62884,0.0825491,1,0.67
0.977324,0.200533,-2.60145,-0.149452,2.67669,0.161906,1,0.67
1.04136,0.186304,-1.97146,0.0109639,2.15422,0.0648097,1,0.67
0.777389,0.161184,-1.83294,-0.048128,1.96917,0.104557,1,0.67
0.38578,0.0461687,-0.000559452,0.168317,0.0950207,0.189748,1,0.67
0.601135,0.134123,-0.348352,0.00366653,0.560759,0.0833901,1,0.67
0.560433,0.416174,-1.15139,-0.481512,1.48311,0.499631,1,0.67
0.713893,0.473427,0.758538,0.0983065,1.28327,0.490968,0,1
0.346186,0.668494,0.359859,0.119577,0.362338,0.995775,0,0.67
0.836169,0.701706,0.0639171,0.255526,1.11309,0.970814,1,0.67
0.960276,0.521212,-0.446681,0.0854347,1.00385,0.79402,1,0.67
0.936505,0.503542,-1.41716,-0.0710774,1.55232,0.765932,1,0.67
0.833424,0.576092,-1.2962,-0.17553,1.30716,0.801772,1,0.67
1.62578,0.190494,-1.16291,0.264777,1.97789,0.719854,1,0.67
1.7355,0.211091,-2.49996,-0.314873,2.75795,0.432349,1,0.67
0.791403,0.335229,-2.20281,-0.553655,2.21869,0.554204,1,0.67
0.680466,0.395303,-1.08113,-0.653457,1.45115,0.657707,1,0.67
0.270124,0.290236,-0.619931,-0.479232,0.812411,0.497285,1,0.67
0.113143,0.237918,0.0584961,-0.214033,0.0781239,0.214375,0,0.67
0.171399,0.150724,-0.106429,-0.142387,0.194482,0.148116,0,1
0.689975,0.170453,0.140179,-0.51974,1.00971,0.552671,0,1
0.685162,0.452362,1.09626,0.192921,1.17686,0.520671,0,1
0.489216,0.739889,0.381261,0.461487,0.569826,1.01637,1,1
0.735179,0.908575,-0.452143,0.680519,0.797597,1.11864,1,1
0.48513,0.70973,-0.394875,0.446362,0.425791,0.902462,1,1
0.469642,1.05133,-1.04322,0.284881,1.15228,1.05212,1,0.67
0.54282,1.09872,-0.669043,0.299154,0.980926,1.18833,1,1
1.0557,0.741297,-1.51879,0.57606,1.54094,0.912651,1,0.67
0.959636,0.603674,-1.75077,0.0423473,1.88882,0.622935,1,0.67
0.802936,0.472008,-0.921558,-0.292263,1.50633,0.397792,1,0.67
0.845806,0.311336,0.0551899,-0.47376,1.32307,0.537452,0,1
0.618397,0.240994,0.121696,-0.142357,0.976439,0.185124,0,1
0.126553,0.249958,0.237035,-0.0917363,0.255033,0.166633,0,0.67
0.104229,0.375959,-0.290883,-0.166085,0.337128,0.437626,1,1
0.622349,0.068858,1.02515,-0.284214,1.2363,0.297098,0,1
0.597426,0.105117,1.18608,0.192444,1.21201,0.198903,0,1
0.426398,0.410087,0.220572,0.708173,0.543313,0.778464,1,0.67
0.560413,0.568719,-0.77481,0.870071,0.851176,0.883218,1,1
0.376414,0.500777,-0.461938,0.661063,0.546255,0.732711,1,1
0.651709,0.886383,-0.428647,0.682856,1.23334,0.863487,1,0.67
0.775379,1.00415,0.0770458,0.819641,1.10801,1.07205,1,0.67
1.12266,0.73089,-1.55756,0.696371,1.69906,0.724324,1,0.67
1.07515,0.72318,-0.99481,0.43392,1.86171,0.605126,1,0.67
1.07533,0.569306,0.168488,-0.175202,1.66286,0.342006,0,1
0.993221,0.419042,1.11029,-0.226625,1.56485,0.541732,0,1
0.48371,0.313167,0.708272,-0.0443543,0.871975,0.219396,0,1
0.0811303,0.200325,0.0985689,-0.186448,0.316964,0.193228,0,0.67
0.0992268,0.302568,-0.413781,-0.348849,0.418761,0.41776,1,0.67
0.571632,0.16662,1.39518,-0.0460147,1.40876,0.266484,0,1
0.62009,0.240815,0.802097,0.18746,1.18406,0.199035,0,1
0.554464,0.37539,-0.175296,0.84053,0.689356,0.85028,1,0.67
0.5812,0.418939,-0.96997,0.867247,0.972145,0.933425,1,0.67
0.373999,0.361209,-0.390457,0.816283,0.5763,0.823555,1,0.67
0.693808,0.670706,0.357267,1.00519,1.24103,1.00716,1,0.67
0.668341,0.739403,0.806298,1.16808,1.17126,1.18154,1,1
1.19982,0.638339,-0.909018,0.758131,1.41104,0.807863,1,0.67
1.23576,0.622515,0.387414,0.702906,1.86474,0.712553,1,0.67
0.94906,0.573056,1.19194,0.100905,1.64802,0.346332,0,1
0.760096,0.404475,1.54221,0.0730184,1.55583,0.497237,0,1
0.428561,0.229251,0.954566,0.0029728,0.955576,0.191128,0,1
0.220282,0.144628,0.000614059,-0.253116,0.450482,0.256584,0,1
0.118917,0.235147,-0.236415,-0.474885,0.238608,0.478286,0,0.67
0.780775,0.263594,1.33298,0.0831147,1.45624,0.328877,0,1
0.867776,0.398622,-0.00867074,0.0469811,1.23838,0.193177,1,0.67
0.358109,0.515147,-0.539955,0.606373,0.663355,0.833007,1,1
0.457885,0.538421,-0.680902,0.609397,0.837449,1.01873,1,1
0.418978,0.386573,-0.096717,0.66124,0.544094,0.884121,1,0.67
0.663548,0.470635,1.07198,0.957431,1.35449,1.09227,0,1
0.623449,0.531533,1.2847,1.13602,1.30793,1.25031,0,1
1.20894,0.357039,-0.0925833,0.438263,1.08584,0.893014,1,0.67
1.27662,0.349311,1.50781,0.690809,2.0126,0.749183,0,1
0.715047,0.378793,1.60369,0.217858,1.62511,0.296535,0,1
0.642984,0.344755,1.37343,0.263398,1.53769,0.450926,0,1
0.44061,0.167588,0.791279,0.0613595,0.930474,0.169459,0,1
0.19583,0.145977,-0.326408,-0.251644,0.501249,0.290298,1,0.67
0.0233864,0.213398,-0.188666,-0.418658,0.253632,0.458249,0,0.67
0.846983,0.231271,0.92307,0.278896,1.37892,0.404621,0,1
0.956707,0.448626,-0.713133,-0.0941296,1.37197,0.289641,1,0.67
0.260171,0.685072,-0.64962,0.187972,0.66742,0.879299,1,1
0.485716,0.792096,-0.286248,0.0575339,0.77557,1.04514,1,1
0.445274,0.642853,0.300585,0.244181,0.484537,0.934436,0,0.67
0.524488,0.766049,1.42214,0.537364,1.42303,1.09292,0,0.67
0.542166,0.853025,1.18714,0.607788,1.30509,1.21364,0,0.67
1.03323,0.46731,0.610983,-0.0531777,0.93427,0.962392,0,0.67
1.0848,0.302343,2.00687,0.422511,2.05095,0.671751,0,1
0.694233,0.270735,1.54914,0.33278,1.68975,0.336834,0,1
0.872359,0.265648,0.804223,0.442811,1.62088,0.471378,0,1
0.591942,0.169284,0.325143,0.153126,0.982545,0.181546,0,1
0.245664,0.246853,-0.483573,-0.11984,0.553686,0.275377,1,0.67
0.07226,0.357779,-0.0641698,-0.154363,0.225187,0.426564,0,0.67
0.79223,0.126263,0.138416,0.390166,1.17856,0.424777,1,0.67
0.946598,0.375738,-1.18605,-0.148765,1.44251,0.272236,1,0.67
0.260357,0.666535,-0.655652,-0.274084,0.661079,0.86702,1,1
0.551696,0.848788,0.203678,-0.453178,0.666287,0.985447,0,0.67
0.346991,0.77757,0.485942,-0.221306,0.486038,0.905907,0,0.67
0.537695,1.07112,1.19308,-0.0364471,1.43927,1.04656,0,0.67
0.684964,1.1807,0.607271,-0.105653,1.30734,1.22365,0,0.67
0.893262,0.769553,1.121,-0.473655,1.12195,0.978641,0,1
0.879603,0.583911,1.82612,-0.00136382,1.95262,0.622299,0,1
0.942522,0.396401,0.900168,0.291545,1.68433,0.319042,0,1
1.05609,0.266059,-0.140361,0.435466,1.60194,0.456616,1,0.67
0.672732,0.196347,-0.279627,0.147947,0.943624,0.149015,1,0.67
0.181187,0.29306,-0.554142,0.0220497,0.554157,0.220759,1,0.67
0.102613,0.428169,0.108289,0.0925637,0.216309,0.450076,0,0.67
0.653348,0.0786134,-0.7511,0.306068,1.19716,0.306304,1,0.67
0.72358,0.213182,-1.30839,-0.202884,1.31179,0.233882,1,0.67
0.380518,0.529788,-0.468214,-0.72019,0.632944,0.888642,0,0.67
0.592864,0.728625,0.562867,-0.887832,0.691355,0.989158,0,0.67
0.356907,0.710102,0.515719,-0.683257,0.587362,0.893853,0,0.67
0.660434,1.09617,0.504392,-0.682655,1.35881,1.0421,0,0.67
0.813985,1.22015,-0.240145,-0.820854,1.37331,1.26538,0,0.67
0.954766,0.917525,1.05338,-0.822489,1.20314,0.936116,0,1
0.953728,0.746551,0.909399,-0.485632,1.81402,0.68875,0,1
1.11627,0.538075,-0.128833,0.140195,1.69832,0.278546,1,0.67
1.09205,0.350956,-1.11298,0.264118,1.69999,0.439668,1,0.67
0.689602,0.227856,-0.84475,0.114197,1.068,0.148327,1,0.67
0.207837,0.268435,-0.427777,0.206504,0.497074,0.255054,1,0.67
0.100009,0.388751,0.211712,0.367907,0.220868,0.500395,1,1
0.594243,0.181166,-1.42389,0.173956,1.47258,0.235181,1,0.67
0.617052,0.175428,-1.0043,-0.134716,1.21194,0.139554,1,0.67
0.396754,0.355651,-0.0541889,-0.848841,0.596479,0.849268,0,0.67
0.479577,0.493975,0.714663,-0.983962,0.71484,0.998575,0,0.67
0.383807,0.467901,0.276641,-0.88693,0.591967,0.888584,0,0.67
0.747248,0.811091,-0.353239,-1.03533,1.35161,1.05972,0,0.67
0.778233,0.896792,-0.974653,-1.23695,1.38066,1.28554,0,0.67
1.15901,0.754141,0.79654,-0.816229,1.28184,0.828245,0,1
1.24155,0.691534,-0.283491,-0.749449,1.89589,0.769854,0,1
1.06822,0.562195,-1.09523,-0.0476755,1.72216,0.286278,1,0.67
0.887018,0.41593,-1.63277,0.0206385,1.69547,0.460993,1,0.67
0.544786,0.249857,-1.0592,0.0329113,1.06383,0.167172,1,0.67
0.175751,0.158702,-0.135646,0.274623,0.447292,0.274634,1,0.67
0.0594402,0.241945,0.237943,0.476369,0.239889,0.48918,1,1
0.670825,0.23716,-1.61771,-0.0695492,1.6498,0.310016,1,0.67
0.782623,0.331223,-0.306639,-0.0459394,1.23166,0.165207,1,0.67
0.333718,0.433832,0.258498,-0.733011,0.57146,0.864396,0,0.67
0.396609,0.473847,0.590771,-0.735271,0.697638,1.02243,0,0.67
0.414148,0.363424,-0.0927973,-0.784339,0.536812,0.91691,0,0.67
0.679794,0.497528,-1.10791,-1.03844,1.40902,1.1142,1,0.67
0.661635,0.559709,-1.36881,-1.20231,1.40595,1.2642,1,0.67
1.22105,0.427325,0.166875,-0.547297,1.07832,0.878786,0,1
1.29026,0.403211,-1.40762,-0.746341,2.0635,0.774806,1,0.67
0.828948,0.400314,-1.68732,-0.188008,1.74623,0.278998,1,0.67
0.706432,0.334784,-1.62321,-0.211519,1.7054,0.457427,1,0.67
0.505851,0.181717,-0.920954,-0.0239451,1.0478,0.169397,1,0.67
0.244714,0.12626,0.12484,0.271513,0.479515,0.305113,1,0.67
0.0608211,0.202109,0.131283,0.450783,0.171798,0.47874,1,1
0.859917,0.261258,-1.22962,-0.240465,1.54379,0.406202,1,0.67
1.02049,0.449331,0.434342,0.0694683,1.38905,0.239955,0,1
0.207974,0.627053,0.511978,-0.316852,0.581098,0.854541,0,0.67
0.464912,0.709609,0.20666,-0.238037,0.638153,1.04082,0,0.67
0.439074,0.588369,-0.41699,-0.401943,0.565855,0.939787,1,1
0.558197,0.717747,-1.49239,-0.670856,1.49961,1.11937,1,0.67
0.570556,0.807968,-1.28557,-0.74728,1.36354,1.23984,1,0.67
1.07324,0.42879,-0.483347,-0.067381,0.895439,0.999176,1,0.67
1.14136,0.273492,-1.98643,-0.474079,2.08274,0.699683,1,0.67
0.726054,0.258381,-1.65689,-0.27729,1.74487,0.289156,1,0.67
0.869238,0.248806,-0.997711,-0.371138,1.66015,0.437338,1,0.67
0.656923,0.152412,-0.47769,-0.0992233,1.0602,0.165284,1,0.67
0.276169,0.233649,0.445611,0.182034,0.590926,0.307176,0,1
0.0486813,0.344746,0.0227297,0.252501,0.103128,0.464788,1,1
0.885905,0.151981,-0.416508,-0.354612,1.33611,0.440994,1,0.67
1.03682,0.406399,1.04446,0.157731,1.46121,0.260746,0,1
0.177362,0.695931,0.568988,0.190623,0.569198,0.860128,0,0.67
0.54697,0.861393,-0.196184,0.366277,0.641561,1.02413,1,1
0.427303,0.774284,-0.607118,0.146145,0.609065,0.930691,1,1
0.544755,1.05257,-1.34375,-0.0614727,1.49616,1.06315,1,0.67
0.686678,1.18747,-0.786593,-0.0331158,1.34755,1.2328,1,0.67
0.884898,0.770635,-0.9568,0.437863,0.97268,1.04149,1,0.67
0.891022,0.555002,-1.86637,-0.0324264,1.92697,0.638575,1,0.67
0.914166,0.346539,-1.03037,-0.262433,1.70192,0.272505,1,0.67
1.10171,0.236288,-0.0431087,-0.421207,1.62369,0.421981,0,1
0.766555,0.184899,0.218841,-0.120269,1.03267,0.125119,0,1
0.259558,0.289873,0.559062,0.0123978,0.572339,0.2559,0,0.67
0.0862521,0.432497,-0.0828829,-0.032693,0.140336,0.467194,1,1
0.746782,0.0594603,0.533025,-0.350563,1.2376,0.361551,0,1
0.831271,0.258329,1.31718,0.187871,1.35945,0.228486,0,1
0.288769,0.584812,0.455189,0.628157,0.555959,0.874512,1,1
0.570994,0.787168,-0.504776,0.828178,0.642568,1.00803,1,1
0.384049,0.739159,-0.56272,0.619046,0.632267,0.911579,1,1
0.636876,1.11483,-0.703597,0.56561,1.41068,1.03521,1,0.67
0.800929,1.24825,-0.000148855,0.686678,1.33642,1.24556,1,0.67
0.908999,0.910457,-1.07534,0.806591,1.16588,0.987042,1,0.67
0.896799,0.717732,-1.15118,0.403177,1.8167,0.665541,1,0.67
1.06967,0.48284,-0.05022,-0.155943,1.68694,0.258048,0,1
1.10203,0.313541,0.873218,-0.325149,1.62762,0.428162,0,1
0.72546,0.226766,0.756905,-0.115156,1.05961,0.132979,0,1
0.231388,0.272858,0.503906,-0.152129,0.529269,0.230287,0,0.67
0.115263,0.418979,-0.141539,-0.293095,0.148766,0.475946,0,0.67
0.606437,0.168761,1.28522,-0.232153,1.42324,0.264351,0,1
0.635959,0.154695,1.11748,0.147128,1.19606,0.147895,0,1
0.35039,0.391725,0.160937,0.834848,0.524849,0.85074,1,1
0.483638,0.560475,-0.629244,1.02007,0.630788,1.02007,1,1
0.376127,0.534239,-0.352209,0.871874,0.642244,0.892577,1,1
0.724576,0.884813,0.15555,0.99094,1.3718,1.05736,1,0.67
0.835307,0.994669,0.773552,1.15788,1.36526,1.25965,1,0.67
1.14758,0.816133,-0.873206,0.867616,1.27476,0.867705,1,0.67
1.15953,0.71521,0.0217337,0.722278,1.84365,0.764342,1,0.67
1.06539,0.538448,0.964879,0.0168975,1.72874,0.272353,0,1
0.929932,0.37,1.51863,-0.120013,1.6481,0.44501,0,1
0.587766,0.237148,1.08375,-0.0517089,1.10196,0.153362,0,1
0.210761,0.178638,0.237944,-0.285409,0.471254,0.287226,0,1
0.100057,0.284218,-0.143181,-0.456603,0.143212,0.483233,0,0.67
0.670954,0.239557,1.6322,-0.014882,1.63709,0.281732,0,1
0.751665,0.296914,0.562888,0.0636907,1.23345,0.137668,0,1
0.299411,0.374168,-0.181614,0.751751,0.557979,0.826679,1,1
0.401245,0.431944,-0.533448,0.850085,0.610852,1.03423,1,1
0.437715,0.352989,0.0118076,0.833649,0.583145,0.908804,1,0.67
0.715273,0.539706,0.993942,1.08895,1.43525,1.11938,1,0.67
0.708293,0.606685,1.25183,1.23257,1.35525,1.25203,0,1
1.25368,0.509945,-0.33201,0.647957,1.13254,0.867681,1,0.67
1.32059,0.490274,1.13677,0.768124,2.00508,0.778336,0,1
0.867175,0.443068,1.65402,0.186539,1.79117,0.303683,0,1
0.718771,0.347097,1.60224,0.120416,1.63254,0.442189,0,1
0.486791,0.20055,0.995048,0.0129734,1.07107,0.1745,0,1
0.216875,0.13612,-0.0934036,-0.305166,0.503915,0.324625,0,1
0.0732858,0.202846,-0.0812607,-0.454344,0.100099,0.468897,0,0.67
0.868123,0.270425,1.3721,0.194949,1.6056,0.392357,0,1
1.03264,0.448441,-0.206583,-0.0301489,1.37646,0.209241,1,0.67
0.239565,0.598192,-0.504127,0.409072,0.627495,0.842027,1,1
0.429866,0.646352,-0.302958,0.378253,0.623505,1.03963,1,1
0.440827,0.529291,0.355866,0.512795,0.555888,0.940622,1,1
0.57509,0.639353,1.45913,0.801698,1.49986,1.13183,0,0.67
0.572768,0.711704,1.31525,0.881082,1.34158,1.23937,0,0.67
1.13527,0.36103,0.294985,0.189649,0.913042,0.966724,0,0.67
1.22859,0.247996,1.87675,0.555324,2.07055,0.722655,0,1
0.709375,0.280604,1.76358,0.288075,1.78795,0.311897,0,1
0.808164,0.262316,1.15659,0.338427,1.63636,0.44115,0,1
0.612472,0.154001,0.555754,0.0795151,1.02131,0.164624,0,1
0.254823,0.209825,-0.406951,-0.229154,0.593584,0.317055,1,0.67
0.0490617,0.304181,-0.0314091,-0.299186,0.0985738,0.455748,0,0.67
0.93053,0.200627,0.667994,0.353138,1.39829,0.452697,0,1
1.08593,0.454697,-0.932422,-0.143681,1.48107,0.272513,1,0.67
0.175863,0.695231,-0.596788,-0.0682398,0.600466,0.864814,1,1
0.558494,0.832698,0.0607231,-0.22369,0.617179,1.04417,0,0.67
0.457785,0.731531,0.601066,0.0159425,0.618592,0.939469,0,0.67
0.53462,0.987722,1.44484,0.237057,1.5117,1.08888,0,0.67
0.643682,1.11655,0.944422,0.233035,1.34342,1.23788,0,0.67
0.927267,0.678437,0.828968,-0.334131,0.898383,1.05302,0,0.67
0.954231,0.44297,1.96098,0.157639,1.97104,0.65018,0,1
0.809813,0.288517,1.22967,0.287691,1.71104,0.290563,0,1
1.0435,0.225606,0.308188,0.437911,1.62417,0.439416,1,0.67
0.750526,0.172174,-0.0884234,0.11674,1.02812,0.130163,1,0.67
0.264999,0.290743,-0.581199,-0.0630617,0.61443,0.267067,1,0.67
0.0918092,0.429166,0.0199943,-0.049235,0.103596,0.454778,0,0.67
0.78487,0.067997,-0.302133,0.376415,1.23067,0.397664,1,0.67
0.902866,0.314745,-1.3024,-0.183035,1.40603,0.243917,1,0.67
0.246637,0.635495,-0.499565,-0.528346,0.562973,0.867385,0,0.67
0.573748,0.833804,0.41736,-0.751677,0.628049,1.02879,0,0.67
0.402214,0.7735,0.604951,-0.506966,0.637999,0.919148,0,0.67
0.617434,1.13694,0.917538,-0.414255,1.4315,1.04127,0,0.67
0.805473,1.28313,0.226579,-0.509667,1.33099,1.23719,0,0.67
0.903998,0.909468,1.08622,-0.739799,1.12784,1.00786,0,0.67
0.858661,0.692395,1.36123,-0.312338,1.81622,0.66561,0,1
1.02398,0.44891,0.299283,0.190265,1.67786,0.264974,0,1
1.13565,0.291717,-0.664404,0.367109,1.63405,0.428956,1,0.67
0.777424,0.2306,-0.657592,0.128103,1.05183,0.133219,1,0.67
0.25628,0.266931,-0.570676,0.104637,0.579024,0.224005,1,0.67
0.117038,0.428838,0.0934179,0.220952,0.126997,0.464516,1,1
0.631771,0.139971,-1.16275,0.255405,1.37753,0.266549,1,0.67
0.66608,0.159542,-1.20792,-0.162123,1.23787,0.165731,1,0.67
0.325068,0.443958,-0.237398,-0.812496,0.551167,0.858773,0,0.67
0.511366,0.632982,0.608212,-1.01912,0.629403,1.02982,0,0.67
0.376143,0.600052,0.399626,-0.861445,0.636391,0.922617,0,0.67
0.720647,0.97307,0.120754,-0.905227,1.37091,1.03949,0,0.67
0.880511,1.10668,-0.570151,-1.07555,1.34704,1.25926,0,0.67
1.12909,0.902204,0.96772,-0.882877,1.27208,0.894062,0,1
1.12647,0.761524,0.268657,-0.679323,1.81415,0.759413,0,1
1.1051,0.548773,-0.723178,0.022984,1.71892,0.264808,1,0.67
0.995013,0.369304,-1.42371,0.165759,1.67189,0.440233,1,0.67
0.658188,0.254817,-1.01003,0.0952039,1.06807,0.155445,1,0.67
0.219871,0.187759,-0.375899,0.240926,0.526583,0.2513,1,0.67
0.114145,0.31999,0.115809,0.416989,0.123076,0.472701,1,1
0.659227,0.243027,-1.62998,0.0545673,1.6303,0.255299,1,0.67
0.714336,0.26766,-0.708584,-0.0776865,1.20562,0.131129,1,0.67
0.312145,0.350871,0.0991892,-0.804085,0.569742,0.837493,0,0.67
0.428702,0.430834,0.614534,-0.916369,0.648015,1.02662,0,0.67
0.429052,0.376123,0.0257916,-0.910633,0.60025,0.938422,0,0.67
0.701629,0.609336,-0.780188,-1.10719,1.41165,1.11214,0,1
0.730897,0.680743,-1.1739,-1.2674,1.37352,1.26843,0,1
1.23192,0.592393,0.517866,-0.719653,1.20337,0.851829,0,1
1.29343,0.556616,-0.894032,-0.79764,1.98239,0.798241,1,0.67
0.911062,0.465002,-1.50011,-0.150344,1.75812,0.290389,1,0.67
0.745594,0.334318,-1.68205,-0.0889927,1.68312,0.458553,1,0.67
